dataset_label	dataset_id	short_coverage	method	method_id	run_id	software_revision	config_match	candidate_status	expected_parameters	actual_parameters	evaluation_tool	ambiguity_score	report_status	resource_status	CPU(h)	WallTime(h)	Memory(GB)	mismatches_per_100_kbp	indels_per_100_kbp	haplotype_coverage_percent	local_misassemblies	contigs_number	residual_errors_per_100_kbp	metric_rank_within_config	is_metric_best	is_recommended	selection_reason	run_config	provenance	report	resource_log
30s_ua	30strains_legacy	20x	FMLRC	fmlrc	30strains_legacy_20x_fmlrc_original_k21_k31	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":31}"	"{""fmlrc_k1"":21,""fmlrc_k2"":31}"	metaquast	0.9999	present	present	2.648	0.083	3.797	639.82	815.77	99.746	3757	83865	1455.59	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_fmlrc.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_fmlrc_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_fmlrc_original_k21_k31/output/short_20x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_fmlrc_original_k21_k31/benchmark/short_20x/fmlrc/resources.time.txt
30s_ua	30strains_legacy	20x	F_HERO	f_hero	30strains_legacy_20x_f_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":31,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":31,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	present	16.459	0.543	11.727	942.38	354.1	99.616	23679	83866	1296.48	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_f_hero.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_f_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_f_hero_original_k21_k31_hs10_hi1/output/short_20x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_f_hero_original_k21_k31_hs10_hi1/benchmark/short_20x/f_hero/resources.time.txt
30s_ua	30strains_legacy	20x	Ratatosk	ratatosk	30strains_legacy_20x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	11.824	0.271	6.055	191.31	398.39	99.703	320	83861	589.70	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_ratatosk.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_ratatosk_original_k21_k31/output/short_20x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_ratatosk_original_k21_k31/benchmark/short_20x/ratatosk/resources.time.txt
30s_ua	30strains_legacy	20x	R_HERO	r_hero	30strains_legacy_20x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	37.651	1.084	15.926	459.51	159.56	99.513	6086	83859	619.07	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_r_hero.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_r_hero_original_k21_k31_hs10_hi1/output/short_20x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_20x/r_hero/resources.time.txt
30s_ua	30strains_legacy	20x	LoRDEC	lordec	30strains_legacy_20x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	7.997	0.192	4.757	648.17	1309.31	99.669	605	83861	1957.48	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_lordec.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_lordec_original_k31_ls5/output/short_20x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_lordec_original_k31_ls5/benchmark/short_20x/lordec/resources.time.txt
30s_ua	30strains_legacy	20x	L_HERO	l_hero	30strains_legacy_20x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	31.966	0.900	19.264	631.89	453.78	99.276	14300	83861	1085.67	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_l_hero.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_l_hero_original_k31_ls5_hs10_hi1/output/short_20x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_20x/l_hero/resources.time.txt
30s_ua	30strains_legacy	20x	CoLoRMap	colormap	30strains_legacy_20x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	66.970	3.719	61.718	2384.72	5846.48	99.685	528	83882	8231.20	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_colormap.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_colormap_original/output/short_20x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_colormap_original/benchmark/short_20x/colormap/resources.time.txt
30s_ua	30strains_legacy	20x	Proovread	proovread	30strains_legacy_20x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	99.279	2.863	40.425	313.86	96.27	99.367	206	83860	410.13	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/20x_proovread.yaml	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_proovread_original/output/short_20x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_20x/30strains_legacy_20x_proovread_original/benchmark/short_20x/proovread/resources.time.txt
30s_ua	30strains_legacy	30x	DADEC	dadec	30strains_legacy_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1	dev_fix_a	exact	complete	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	metaquast	0.9999	present	present	24.373	1.614	81.152	117.93	9.47	99.677	207	83877	127.40	2	no	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/30strains_legacy/30x_dadec.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1/output/short_30x/dadec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/short_30x/dadec/resources.time.txt
30s_ua	30strains_legacy	30x	FMLRC	fmlrc	30strains_legacy_30x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	metaquast	0.9999	present	present	3.074	0.136	5.647	328.49	375.53	99.717	2663	83864	704.02	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_fmlrc.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_fmlrc_original_k21_k59/output/short_30x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_fmlrc_original_k21_k59/benchmark/short_30x/fmlrc/resources.time.txt
30s_ua	30strains_legacy	30x	F_HERO	f_hero	30strains_legacy_30x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	present	21.835	0.881	17.754	421.37	135.21	99.362	9497	83868	556.58	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_f_hero.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_f_hero_original_k21_k59_hs10_hi1/output/short_30x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_30x/f_hero/resources.time.txt
30s_ua	30strains_legacy	30x	Ratatosk	ratatosk	30strains_legacy_30x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	18.834	0.593	12.116	176.7	290.29	99.707	274	83862	466.99	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_ratatosk.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_ratatosk_original_k21_k31/output/short_30x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_ratatosk_original_k21_k31/benchmark/short_30x/ratatosk/resources.time.txt
30s_ua	30strains_legacy	30x	R_HERO	r_hero	30strains_legacy_30x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	57.101	1.869	18.554	218.9	79.21	99.274	3285	83864	298.11	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_r_hero.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_r_hero_original_k21_k31_hs10_hi1/output/short_30x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_30x/r_hero/resources.time.txt
30s_ua	30strains_legacy	30x	LoRDEC	lordec	30strains_legacy_30x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	10.492	0.391	5.122	393.82	586.41	99.718	555	83862	980.23	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_lordec.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_lordec_original_k31_ls5/output/short_30x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_lordec_original_k31_ls5/benchmark/short_30x/lordec/resources.time.txt
30s_ua	30strains_legacy	30x	L_HERO	l_hero	30strains_legacy_30x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	40.278	1.488	25.063	372.27	213.65	99.29	6298	83863	585.92	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_l_hero.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_l_hero_original_k31_ls5_hs10_hi1/output/short_30x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_30x/l_hero/resources.time.txt
30s_ua	30strains_legacy	30x	CoLoRMap	colormap	30strains_legacy_30x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	144.961	6.734	68.629	2059.69	3931.15	99.617	605	83887	5990.84	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_colormap.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_colormap_original/output/short_30x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_colormap_original/benchmark/short_30x/colormap/resources.time.txt
30s_ua	30strains_legacy	30x	Proovread	proovread	30strains_legacy_30x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	169.719	4.131	58.396	228.83	79.99	99.58	249	83859	308.82	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/30x_proovread.yaml	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_proovread_original/output/short_30x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_30x/30strains_legacy_30x_proovread_original/benchmark/short_30x/proovread/resources.time.txt
30s_ua	30strains_legacy	40x	DADEC	dadec	30strains_legacy_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1	dev_fix_a	exact	complete	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	metaquast	0.9999	present	present	32.582	2.089	113.872	103.87	5.14	99.698	82	83885	109.01	1	yes	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/30strains_legacy/40x_dadec.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1/output/short_40x/dadec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/short_40x/dadec/resources.time.txt
30s_ua	30strains_legacy	40x	FMLRC	fmlrc	30strains_legacy_40x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	metaquast	0.9999	present	present	3.977	0.161	7.487	243.3	228.16	99.679	2140	83864	471.46	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_fmlrc.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_fmlrc_original_k21_k59/output/short_40x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_fmlrc_original_k21_k59/benchmark/short_40x/fmlrc/resources.time.txt
30s_ua	30strains_legacy	40x	F_HERO	f_hero	30strains_legacy_40x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	missing_resource	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	missing				339.83	116.37	99.669	5889	83865	456.20	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains_legacy/40x_f_hero.yaml	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_f_hero_original_k21_k59_hs10_hi1/output/short_40x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_legacy_40x/30strains_legacy_40x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_40x/f_hero/resources.time.txt
