#anonymous_read_id	genome_id	tax_id	read_id
NZ_ALAS01000046.1	GCF_000290615.1	1121088	NZ_ALAS01000046.1
NZ_ALAS01000047.1	GCF_000290615.1	1121088	NZ_ALAS01000047.1
NZ_ALAS01000048.1	GCF_000290615.1	1121088	NZ_ALAS01000048.1
NZ_ALAS01000038.1	GCF_000290615.1	1121088	NZ_ALAS01000038.1
NZ_ALAS01000039.1	GCF_000290615.1	1121088	NZ_ALAS01000039.1
NZ_ALAS01000040.1	GCF_000290615.1	1121088	NZ_ALAS01000040.1
NZ_ALAS01000066.1	GCF_000290615.1	1121088	NZ_ALAS01000066.1
NZ_ALAS01000067.1	GCF_000290615.1	1121088	NZ_ALAS01000067.1
NZ_ALAS01000068.1	GCF_000290615.1	1121088	NZ_ALAS01000068.1
NZ_ALAS01000069.1	GCF_000290615.1	1121088	NZ_ALAS01000069.1
NZ_ALAS01000070.1	GCF_000290615.1	1121088	NZ_ALAS01000070.1
NZ_ALAS01000071.1	GCF_000290615.1	1121088	NZ_ALAS01000071.1
NZ_ALAS01000072.1	GCF_000290615.1	1121088	NZ_ALAS01000072.1
NZ_ALAS01000058.1	GCF_000290615.1	1121088	NZ_ALAS01000058.1
NZ_ALAS01000059.1	GCF_000290615.1	1121088	NZ_ALAS01000059.1
NZ_ALAS01000060.1	GCF_000290615.1	1121088	NZ_ALAS01000060.1
NZ_ALAS01000061.1	GCF_000290615.1	1121088	NZ_ALAS01000061.1
NZ_ALAS01000062.1	GCF_000290615.1	1121088	NZ_ALAS01000062.1
NZ_ALAS01000063.1	GCF_000290615.1	1121088	NZ_ALAS01000063.1
NZ_ALAS01000064.1	GCF_000290615.1	1121088	NZ_ALAS01000064.1
NZ_ALAS01000065.1	GCF_000290615.1	1121088	NZ_ALAS01000065.1
NZ_ALAS01000088.1	GCF_000290615.1	1121088	NZ_ALAS01000088.1
NZ_ALAS01000089.1	GCF_000290615.1	1121088	NZ_ALAS01000089.1
NZ_ALAS01000090.1	GCF_000290615.1	1121088	NZ_ALAS01000090.1
NZ_ALAS01000091.1	GCF_000290615.1	1121088	NZ_ALAS01000091.1
NZ_ALAS01000073.1	GCF_000290615.1	1121088	NZ_ALAS01000073.1
NZ_ALAS01000074.1	GCF_000290615.1	1121088	NZ_ALAS01000074.1
NZ_ALAS01000075.1	GCF_000290615.1	1121088	NZ_ALAS01000075.1
NZ_ALAS01000076.1	GCF_000290615.1	1121088	NZ_ALAS01000076.1
NZ_ALAS01000077.1	GCF_000290615.1	1121088	NZ_ALAS01000077.1
NZ_ALAS01000078.1	GCF_000290615.1	1121088	NZ_ALAS01000078.1
NZ_ALAS01000087.1	GCF_000290615.1	1121088	NZ_ALAS01000087.1
NZ_ALAS01000079.1	GCF_000290615.1	1121088	NZ_ALAS01000079.1
NZ_ALAS01000084.1	GCF_000290615.1	1121088	NZ_ALAS01000084.1
NZ_ALAS01000085.1	GCF_000290615.1	1121088	NZ_ALAS01000085.1
NZ_ALAS01000086.1	GCF_000290615.1	1121088	NZ_ALAS01000086.1
NZ_ALAS01000080.1	GCF_000290615.1	1121088	NZ_ALAS01000080.1
NZ_ALAS01000081.1	GCF_000290615.1	1121088	NZ_ALAS01000081.1
NZ_ALAS01000082.1	GCF_000290615.1	1121088	NZ_ALAS01000082.1
NZ_ALAS01000083.1	GCF_000290615.1	1121088	NZ_ALAS01000083.1
NZ_ALAS01000171.1	GCF_000290615.1	1121088	NZ_ALAS01000171.1
NZ_ALAS01000172.1	GCF_000290615.1	1121088	NZ_ALAS01000172.1
NZ_ALAS01000173.1	GCF_000290615.1	1121088	NZ_ALAS01000173.1
NZ_ALAS01000174.1	GCF_000290615.1	1121088	NZ_ALAS01000174.1
NZ_ALAS01000298.1	GCF_000290615.1	1121088	NZ_ALAS01000298.1
NZ_ALAS01000299.1	GCF_000290615.1	1121088	NZ_ALAS01000299.1
NZ_ALAS01000300.1	GCF_000290615.1	1121088	NZ_ALAS01000300.1
NZ_ALAS01000301.1	GCF_000290615.1	1121088	NZ_ALAS01000301.1
NZ_ALAS01000302.1	GCF_000290615.1	1121088	NZ_ALAS01000302.1
NZ_ALAS01000303.1	GCF_000290615.1	1121088	NZ_ALAS01000303.1
NZ_ALAS01000304.1	GCF_000290615.1	1121088	NZ_ALAS01000304.1
NZ_ALAS01000305.1	GCF_000290615.1	1121088	NZ_ALAS01000305.1
NZ_ALAS01000306.1	GCF_000290615.1	1121088	NZ_ALAS01000306.1
NZ_ALAS01000307.1	GCF_000290615.1	1121088	NZ_ALAS01000307.1
NZ_ALAS01000175.1	GCF_000290615.1	1121088	NZ_ALAS01000175.1
NZ_ALAS01000176.1	GCF_000290615.1	1121088	NZ_ALAS01000176.1
NZ_ALAS01000177.1	GCF_000290615.1	1121088	NZ_ALAS01000177.1
NZ_ALAS01000178.1	GCF_000290615.1	1121088	NZ_ALAS01000178.1
NZ_ALAS01000284.1	GCF_000290615.1	1121088	NZ_ALAS01000284.1
NZ_ALAS01000285.1	GCF_000290615.1	1121088	NZ_ALAS01000285.1
NZ_ALAS01000286.1	GCF_000290615.1	1121088	NZ_ALAS01000286.1
NZ_ALAS01000287.1	GCF_000290615.1	1121088	NZ_ALAS01000287.1
NZ_ALAS01000288.1	GCF_000290615.1	1121088	NZ_ALAS01000288.1
NZ_ALAS01000289.1	GCF_000290615.1	1121088	NZ_ALAS01000289.1
NZ_ALAS01000290.1	GCF_000290615.1	1121088	NZ_ALAS01000290.1
NZ_ALAS01000291.1	GCF_000290615.1	1121088	NZ_ALAS01000291.1
NZ_ALAS01000292.1	GCF_000290615.1	1121088	NZ_ALAS01000292.1
NZ_ALAS01000293.1	GCF_000290615.1	1121088	NZ_ALAS01000293.1
NZ_ALAS01000294.1	GCF_000290615.1	1121088	NZ_ALAS01000294.1
NZ_ALAS01000295.1	GCF_000290615.1	1121088	NZ_ALAS01000295.1
NZ_ALAS01000296.1	GCF_000290615.1	1121088	NZ_ALAS01000296.1
NZ_ALAS01000297.1	GCF_000290615.1	1121088	NZ_ALAS01000297.1
NZ_ALAS01000266.1	GCF_000290615.1	1121088	NZ_ALAS01000266.1
NZ_ALAS01000267.1	GCF_000290615.1	1121088	NZ_ALAS01000267.1
NZ_ALAS01000268.1	GCF_000290615.1	1121088	NZ_ALAS01000268.1
NZ_ALAS01000269.1	GCF_000290615.1	1121088	NZ_ALAS01000269.1
NZ_ALAS01000270.1	GCF_000290615.1	1121088	NZ_ALAS01000270.1
NZ_ALAS01000271.1	GCF_000290615.1	1121088	NZ_ALAS01000271.1
NZ_ALAS01000272.1	GCF_000290615.1	1121088	NZ_ALAS01000272.1
NZ_ALAS01000273.1	GCF_000290615.1	1121088	NZ_ALAS01000273.1
NZ_ALAS01000274.1	GCF_000290615.1	1121088	NZ_ALAS01000274.1
NZ_ALAS01000275.1	GCF_000290615.1	1121088	NZ_ALAS01000275.1
NZ_ALAS01000276.1	GCF_000290615.1	1121088	NZ_ALAS01000276.1
NZ_ALAS01000277.1	GCF_000290615.1	1121088	NZ_ALAS01000277.1
NZ_ALAS01000278.1	GCF_000290615.1	1121088	NZ_ALAS01000278.1
NZ_ALAS01000279.1	GCF_000290615.1	1121088	NZ_ALAS01000279.1
NZ_ALAS01000280.1	GCF_000290615.1	1121088	NZ_ALAS01000280.1
NZ_ALAS01000281.1	GCF_000290615.1	1121088	NZ_ALAS01000281.1
NZ_ALAS01000282.1	GCF_000290615.1	1121088	NZ_ALAS01000282.1
NZ_ALAS01000283.1	GCF_000290615.1	1121088	NZ_ALAS01000283.1
NZ_ALAS01000179.1	GCF_000290615.1	1121088	NZ_ALAS01000179.1
NZ_ALAS01000248.1	GCF_000290615.1	1121088	NZ_ALAS01000248.1
NZ_ALAS01000249.1	GCF_000290615.1	1121088	NZ_ALAS01000249.1
NZ_ALAS01000250.1	GCF_000290615.1	1121088	NZ_ALAS01000250.1
NZ_ALAS01000251.1	GCF_000290615.1	1121088	NZ_ALAS01000251.1
NZ_ALAS01000252.1	GCF_000290615.1	1121088	NZ_ALAS01000252.1
NZ_ALAS01000253.1	GCF_000290615.1	1121088	NZ_ALAS01000253.1
NZ_ALAS01000254.1	GCF_000290615.1	1121088	NZ_ALAS01000254.1
NZ_ALAS01000255.1	GCF_000290615.1	1121088	NZ_ALAS01000255.1
NZ_ALAS01000256.1	GCF_000290615.1	1121088	NZ_ALAS01000256.1
NZ_ALAS01000257.1	GCF_000290615.1	1121088	NZ_ALAS01000257.1
NZ_ALAS01000258.1	GCF_000290615.1	1121088	NZ_ALAS01000258.1
NZ_ALAS01000259.1	GCF_000290615.1	1121088	NZ_ALAS01000259.1
NZ_ALAS01000260.1	GCF_000290615.1	1121088	NZ_ALAS01000260.1
NZ_ALAS01000261.1	GCF_000290615.1	1121088	NZ_ALAS01000261.1
NZ_ALAS01000262.1	GCF_000290615.1	1121088	NZ_ALAS01000262.1
NZ_ALAS01000263.1	GCF_000290615.1	1121088	NZ_ALAS01000263.1
NZ_ALAS01000264.1	GCF_000290615.1	1121088	NZ_ALAS01000264.1
NZ_ALAS01000265.1	GCF_000290615.1	1121088	NZ_ALAS01000265.1
NZ_ALAS01000226.1	GCF_000290615.1	1121088	NZ_ALAS01000226.1
NZ_ALAS01000227.1	GCF_000290615.1	1121088	NZ_ALAS01000227.1
NZ_ALAS01000228.1	GCF_000290615.1	1121088	NZ_ALAS01000228.1
NZ_ALAS01000229.1	GCF_000290615.1	1121088	NZ_ALAS01000229.1
NZ_ALAS01000230.1	GCF_000290615.1	1121088	NZ_ALAS01000230.1
NZ_ALAS01000231.1	GCF_000290615.1	1121088	NZ_ALAS01000231.1
NZ_ALAS01000232.1	GCF_000290615.1	1121088	NZ_ALAS01000232.1
NZ_ALAS01000233.1	GCF_000290615.1	1121088	NZ_ALAS01000233.1
NZ_ALAS01000234.1	GCF_000290615.1	1121088	NZ_ALAS01000234.1
NZ_ALAS01000235.1	GCF_000290615.1	1121088	NZ_ALAS01000235.1
NZ_ALAS01000236.1	GCF_000290615.1	1121088	NZ_ALAS01000236.1
NZ_ALAS01000237.1	GCF_000290615.1	1121088	NZ_ALAS01000237.1
NZ_ALAS01000238.1	GCF_000290615.1	1121088	NZ_ALAS01000238.1
NZ_ALAS01000239.1	GCF_000290615.1	1121088	NZ_ALAS01000239.1
NZ_ALAS01000240.1	GCF_000290615.1	1121088	NZ_ALAS01000240.1
NZ_ALAS01000241.1	GCF_000290615.1	1121088	NZ_ALAS01000241.1
NZ_ALAS01000242.1	GCF_000290615.1	1121088	NZ_ALAS01000242.1
NZ_ALAS01000243.1	GCF_000290615.1	1121088	NZ_ALAS01000243.1
NZ_ALAS01000244.1	GCF_000290615.1	1121088	NZ_ALAS01000244.1
NZ_ALAS01000245.1	GCF_000290615.1	1121088	NZ_ALAS01000245.1
NZ_ALAS01000246.1	GCF_000290615.1	1121088	NZ_ALAS01000246.1
NZ_ALAS01000247.1	GCF_000290615.1	1121088	NZ_ALAS01000247.1
NZ_ALAS01000180.1	GCF_000290615.1	1121088	NZ_ALAS01000180.1
NZ_ALAS01000181.1	GCF_000290615.1	1121088	NZ_ALAS01000181.1
NZ_ALAS01000207.1	GCF_000290615.1	1121088	NZ_ALAS01000207.1
NZ_ALAS01000208.1	GCF_000290615.1	1121088	NZ_ALAS01000208.1
NZ_ALAS01000209.1	GCF_000290615.1	1121088	NZ_ALAS01000209.1
NZ_ALAS01000210.1	GCF_000290615.1	1121088	NZ_ALAS01000210.1
NZ_ALAS01000211.1	GCF_000290615.1	1121088	NZ_ALAS01000211.1
NZ_ALAS01000212.1	GCF_000290615.1	1121088	NZ_ALAS01000212.1
NZ_ALAS01000213.1	GCF_000290615.1	1121088	NZ_ALAS01000213.1
NZ_ALAS01000214.1	GCF_000290615.1	1121088	NZ_ALAS01000214.1
NZ_ALAS01000215.1	GCF_000290615.1	1121088	NZ_ALAS01000215.1
NZ_ALAS01000216.1	GCF_000290615.1	1121088	NZ_ALAS01000216.1
NZ_ALAS01000217.1	GCF_000290615.1	1121088	NZ_ALAS01000217.1
NZ_ALAS01000218.1	GCF_000290615.1	1121088	NZ_ALAS01000218.1
NZ_ALAS01000219.1	GCF_000290615.1	1121088	NZ_ALAS01000219.1
NZ_ALAS01000220.1	GCF_000290615.1	1121088	NZ_ALAS01000220.1
NZ_ALAS01000221.1	GCF_000290615.1	1121088	NZ_ALAS01000221.1
NZ_ALAS01000222.1	GCF_000290615.1	1121088	NZ_ALAS01000222.1
NZ_ALAS01000223.1	GCF_000290615.1	1121088	NZ_ALAS01000223.1
NZ_ALAS01000224.1	GCF_000290615.1	1121088	NZ_ALAS01000224.1
NZ_ALAS01000225.1	GCF_000290615.1	1121088	NZ_ALAS01000225.1
NZ_ALAS01000192.1	GCF_000290615.1	1121088	NZ_ALAS01000192.1
NZ_ALAS01000193.1	GCF_000290615.1	1121088	NZ_ALAS01000193.1
NZ_ALAS01000194.1	GCF_000290615.1	1121088	NZ_ALAS01000194.1
NZ_ALAS01000195.1	GCF_000290615.1	1121088	NZ_ALAS01000195.1
NZ_ALAS01000196.1	GCF_000290615.1	1121088	NZ_ALAS01000196.1
NZ_ALAS01000197.1	GCF_000290615.1	1121088	NZ_ALAS01000197.1
NZ_ALAS01000198.1	GCF_000290615.1	1121088	NZ_ALAS01000198.1
NZ_ALAS01000199.1	GCF_000290615.1	1121088	NZ_ALAS01000199.1
NZ_ALAS01000200.1	GCF_000290615.1	1121088	NZ_ALAS01000200.1
NZ_ALAS01000201.1	GCF_000290615.1	1121088	NZ_ALAS01000201.1
NZ_ALAS01000202.1	GCF_000290615.1	1121088	NZ_ALAS01000202.1
NZ_ALAS01000203.1	GCF_000290615.1	1121088	NZ_ALAS01000203.1
NZ_ALAS01000204.1	GCF_000290615.1	1121088	NZ_ALAS01000204.1
NZ_ALAS01000205.1	GCF_000290615.1	1121088	NZ_ALAS01000205.1
NZ_ALAS01000206.1	GCF_000290615.1	1121088	NZ_ALAS01000206.1
NZ_ALAS01000182.1	GCF_000290615.1	1121088	NZ_ALAS01000182.1
NZ_ALAS01000183.1	GCF_000290615.1	1121088	NZ_ALAS01000183.1
NZ_ALAS01000184.1	GCF_000290615.1	1121088	NZ_ALAS01000184.1
NZ_ALAS01000185.1	GCF_000290615.1	1121088	NZ_ALAS01000185.1
NZ_ALAS01000186.1	GCF_000290615.1	1121088	NZ_ALAS01000186.1
NZ_ALAS01000187.1	GCF_000290615.1	1121088	NZ_ALAS01000187.1
NZ_ALAS01000188.1	GCF_000290615.1	1121088	NZ_ALAS01000188.1
NZ_ALAS01000189.1	GCF_000290615.1	1121088	NZ_ALAS01000189.1
NZ_ALAS01000190.1	GCF_000290615.1	1121088	NZ_ALAS01000190.1
NZ_ALAS01000191.1	GCF_000290615.1	1121088	NZ_ALAS01000191.1
NZ_CP133475.1	GCF_044360185.1	1309	NZ_CP133475.1
NZ_CP085952.1	GCF_020736045.1	727	NZ_CP085952.1
NZ_UFRW01000002.1	GCF_900444725.1	470	NZ_UFRW01000002.1
NZ_UFRW01000001.1	GCF_900444725.1	470	NZ_UFRW01000001.1
NZ_CP053102.1	GCF_013009385.1	224308	NZ_CP053102.1
NC_003210.1	GCF_000196035.1	169963	NC_003210.1
NZ_CP077366.1	GCF_019048385.1	549	NZ_CP077366.1
NZ_CP077367.1	GCF_019048385.1	549	NZ_CP077367.1
NZ_CP077368.1	GCF_019048385.1	549	NZ_CP077368.1
NZ_BCZU01000001.1	GCF_001598895.1	1223504	NZ_BCZU01000001.1
NZ_BCZU01000002.1	GCF_001598895.1	1223504	NZ_BCZU01000002.1
NZ_BCZU01000003.1	GCF_001598895.1	1223504	NZ_BCZU01000003.1
NZ_BCZU01000004.1	GCF_001598895.1	1223504	NZ_BCZU01000004.1
NZ_BCZU01000005.1	GCF_001598895.1	1223504	NZ_BCZU01000005.1
NZ_BCZU01000006.1	GCF_001598895.1	1223504	NZ_BCZU01000006.1
NZ_BCZU01000007.1	GCF_001598895.1	1223504	NZ_BCZU01000007.1
NZ_BCZU01000008.1	GCF_001598895.1	1223504	NZ_BCZU01000008.1
NZ_BCZU01000009.1	GCF_001598895.1	1223504	NZ_BCZU01000009.1
NZ_BCZU01000010.1	GCF_001598895.1	1223504	NZ_BCZU01000010.1
NZ_BCZU01000011.1	GCF_001598895.1	1223504	NZ_BCZU01000011.1
NZ_BCZU01000012.1	GCF_001598895.1	1223504	NZ_BCZU01000012.1
NZ_BCZU01000013.1	GCF_001598895.1	1223504	NZ_BCZU01000013.1
NZ_BCZU01000014.1	GCF_001598895.1	1223504	NZ_BCZU01000014.1
NZ_BCZU01000015.1	GCF_001598895.1	1223504	NZ_BCZU01000015.1
NZ_BCZU01000016.1	GCF_001598895.1	1223504	NZ_BCZU01000016.1
