bundle_path	source_path	sha256	role	status	reason
workflow/benchmark/config/datasets/ecoli3_error_readcount.yaml	/home/work/wenhai/dadec/benchmark/config/datasets/ecoli3_error_readcount.yaml	73cb61f94f953998b4c9f35b43814e9af8f68b531056a3dbd708114448d23945	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/ecoli3_genome_to_id.tsv	/home/work/wenhai/dadec/benchmark/config/datasets/ecoli3_genome_to_id.tsv	94db41a84a6561ef7f238c9b5bc3eba8a23ba0379838afa84fd0a56d70536592	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/ecoli_error.yaml	/home/work/wenhai/dadec/benchmark/config/datasets/ecoli_error.yaml	acb9c484994e19da6b35508875ee0eddc1a0ccc608ac073ae6ef388d318f4d1a	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/ecoli_error_genome_to_id.tsv	/home/work/wenhai/dadec/benchmark/config/datasets/ecoli_error_genome_to_id.tsv	307b7bb3d061d7e48bc017909cfadab38458ee3b8cf0a827aa85df3348b5d37a	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/ecoli_error_tech.yaml	/home/work/wenhai/dadec/benchmark/config/datasets/ecoli_error_tech.yaml	f28b647b517d92ac22f8a246f974165ef72a2b57d645f4f48f26b477e528ac3b	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/mhc_genome_to_id.tsv	/home/work/wenhai/dadec/benchmark/config/datasets/mhc_genome_to_id.tsv	d23d4e4837b978cd1f8b08cf7e4886a1e7c1431a04244f1b8f5c6b62593240f1	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/mhc_ont.yaml	/home/work/wenhai/dadec/benchmark/config/datasets/mhc_ont.yaml	6348fc0d78df9f07bdf51c50c3b1a452d238ba9da2915cb82a233b73e22ae52d	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/mhc_pac.yaml	/home/work/wenhai/dadec/benchmark/config/datasets/mhc_pac.yaml	175fffa42b3c1c46121cbbbaa56699f693838b3aaa3cdc659ff4772013c4c322	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/zymo.yaml	/home/work/wenhai/dadec/benchmark/config/datasets/zymo.yaml	f523e8321b43a010d7247f9df3d00cda152f9eb3fb8678afe96c26f3627afce6	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/datasets/zymo_genome_to_id.tsv	/home/work/wenhai/dadec/benchmark/config/datasets/zymo_genome_to_id.tsv	7eda75d5a7bd085a5baf493a1fa340fb839a8054c96d69ea544d839ded80afb3	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/legacy_single_dataset.yaml	/home/work/wenhai/dadec/benchmark/config/legacy_single_dataset.yaml	03eca761e2554ae5af64f4bb41bb825639ff6f741e95bf1960b49d0c8e6e9847	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/config/overlays/dadec_dev.yaml	/home/work/wenhai/dadec/benchmark/config/overlays/dadec_dev.yaml	a497f39ae7f551d7185a9d0c73511360f567e81fad07503792a4c55a2222fc64	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/migration_manifest.json	/home/work/wenhai/dadec/benchmark/migration_manifest.json	f95e3e0e06ba40eb6a972559a869460b3b3c64c143521d45af352a2fae5c25ec	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/quast_cleanup_incomplete_manifest.json	/home/work/wenhai/dadec/benchmark/quast_cleanup_incomplete_manifest.json	d8812d33b05607dcd5b5a5fbf415365ce6991b4f01c2f0d4055fd77aedb0a84e	evaluation	included	current reproducible benchmark source
workflow/benchmark/quast_cleanup_manifest.json	/home/work/wenhai/dadec/benchmark/quast_cleanup_manifest.json	70b422e9e438e47e79fef6ff1da31155ab5e2ed2798984aab16b27eef4d92211	evaluation	included	current reproducible benchmark source
workflow/benchmark/reproducibility/ecoli3.yaml	/home/work/wenhai/dadec/benchmark/reproducibility/ecoli3.yaml	dd054956510b3d81b2be0f62eaa191953ffe01c60f5f7ebe7c4b0898710be1a0	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/rules/correction.smk	/home/work/wenhai/dadec/benchmark/rules/correction.smk	ad46c24d5e892c4e64e583a57a0730d9a73394bfa1a8f2e8c05fd2482ec16a30	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/rules/metaquast.smk	/home/work/wenhai/dadec/benchmark/rules/metaquast.smk	26a3a01bf138f32998ff6a0dc68098f8387b76c13c1793876d095d4d71eaac37	evaluation	included	current reproducible benchmark source
workflow/benchmark/rules/methods.smk	/home/work/wenhai/dadec/benchmark/rules/methods.smk	795249e58187a6e0a93fa561dabf34ddc3144d19d659c5582a4e0aa853bb0591	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/run_dev.sh	/home/work/wenhai/dadec/benchmark/run_dev.sh	fdd023a9e900771d65930b1d79434210df62201cc58364e7dd79a9698148df51	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/run_drosophila_assembly.sh	/home/work/wenhai/dadec/benchmark/run_drosophila_assembly.sh	87d451ef842404cb7127eed588a2f3b695cf476f131ab9c55c286e3232bbae74	evaluation	included	current reproducible benchmark source
workflow/benchmark/run_ecoli_error_quast.sh	/home/work/wenhai/dadec/benchmark/run_ecoli_error_quast.sh	270826f03802a9ffea2b1bf8178c6bb085726b8d2c5a3d842cec722f2911868b	evaluation	included	current reproducible benchmark source
workflow/benchmark/run_layout_migration.json	/home/work/wenhai/dadec/benchmark/run_layout_migration.json	382b793b4b99d0b2f4fad5af0f4b4d60830f7653d4bf489bf44132f8d210a75f	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/run_one.sh	/home/work/wenhai/dadec/benchmark/run_one.sh	12e750ed9de7feb2b36089439f07a4db15293f80d8103f8e05f5d8f8aa4eedae	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/run_tmp_cleanup_manifest.json	/home/work/wenhai/dadec/benchmark/run_tmp_cleanup_manifest.json	0c2f0d95be24922aab41311796df17730839c80c3536a28d733cd58d1b54dd1b	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/aggregate.py	/home/work/wenhai/dadec/benchmark/scripts/aggregate.py	8866e5d4d18130c5622ccf462e2d553582b93fbb7ac9ee5ab778929a2893d84d	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/assembly_pipeline.py	/home/work/wenhai/dadec/benchmark/scripts/assembly_pipeline.py	8521a09ef65b49507c022fb5b8ae5b0e8c32938103896102d28ea14c46c00667	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/README.md	/home/work/wenhai/dadec/benchmark/scripts/classification/README.md	096b246620feaf57eb06a4bdb3dd37e87dd051a43c1cb7df109e3a0fd582507c	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/Snakefile	/home/work/wenhai/dadec/benchmark/scripts/classification/Snakefile	88f80c1e4ff9eadfe59d27bed86ca3ea48bba3f78eee172735251a3e72a5ab11	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/aggregate.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/aggregate.py	97ddbcd598f5839aed34a7294dae66b4870dfcdb3e9f959eb44e20ff34499084	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/classify.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/classify.py	b15d2ea5ad848f9141f8298d0cac0967fa5d74c315e480803326cf7b1efb7b24	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/common.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/common.py	c1b97ba23b3cd10955f5253dc8621d9a8a42e866e164db405d328e1d6ac29e82	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/compare_reports.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/compare_reports.py	6a4d86330cb6edd3ffbd3988665b294d2dd123dcc45b925e471725cc3973fca3	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/evaluate.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/evaluate.py	e907d6749ee8076f6bf683737fbfd50e5007d175d803797638315aafd6420553	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/materialize_import.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/materialize_import.py	5bb59d48660480a705a4cc4a60d3039d5cb4f321fa290536169a684650939fb4	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/preflight.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/preflight.py	9327096ad2d55e3940d801629b7cf1e5ed9564e6341fefcdd1f15b6c81b2418f	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/prepare_database.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/prepare_database.py	0ab2c419b3e79f7e1a45858f60b979e3864cfd6bf30ab64a485bdf18da32a25b	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/classification/scripts/resolve_fmlrc.py	/home/work/wenhai/dadec/benchmark/scripts/classification/scripts/resolve_fmlrc.py	6589b8404e7789c670cc11965691e2f2b1f663358434869b108864efcc13a557	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/cleanup_run_tmp.py	/home/work/wenhai/dadec/benchmark/scripts/cleanup_run_tmp.py	cdfb83bb88b3320f3a37aef2fc96e0a502e29ef874456114dc2e0c1e489ad40e	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/collect_hifieval_results.py	/home/work/wenhai/dadec/benchmark/scripts/collect_hifieval_results.py	aaed47fedc532c3170bfa0f9def731c6cbdb3dee4298393d2bb7830e4a079cf9	table_or_statistics	included	current reproducible benchmark source
workflow/benchmark/scripts/collect_run_summaries.py	/home/work/wenhai/dadec/benchmark/scripts/collect_run_summaries.py	574d5b6f9db6af8e95ccfc3c7607eb2dbd722eac689b01c2b1e03d763d14ee79	table_or_statistics	included	current reproducible benchmark source
workflow/benchmark/scripts/collect_summaries.py	/home/work/wenhai/dadec/benchmark/scripts/collect_summaries.py	32bb5d31bbbc87af3d1574a79d00c1f5b1dfb4e2a5e5c9d8eae8db3aee5317a9	table_or_statistics	included	current reproducible benchmark source
workflow/benchmark/scripts/combine_resources.py	/home/work/wenhai/dadec/benchmark/scripts/combine_resources.py	0c69c1408d11ad67e3ee51bfb007b444f2efe50a2bd44be92db348fc03ae8606	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/compact_quast.py	/home/work/wenhai/dadec/benchmark/scripts/compact_quast.py	8a67d5ff3249d4b1ec3ffebf49dd2596499ee756bb56819484976b04c052adfc	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/compare_reproducibility.py	/home/work/wenhai/dadec/benchmark/scripts/compare_reproducibility.py	c82306acc1ff8593c4089d7baec64b3463e7a4ff30487f5a486ae325cf692b6e	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/evaluate_raw_long_reads.py	/home/work/wenhai/dadec/benchmark/scripts/evaluate_raw_long_reads.py	97d734da7dd25cc0fcc9c521c4de675b4977ae0796ecda6a83549f42010e467c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/fastq_to_fasta.py	/home/work/wenhai/dadec/benchmark/scripts/fastq_to_fasta.py	c033a3a37f1bbda6ecfc31ef3b7c354f699b25b9b839c3cee98dd7548cd1f035	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/inventory_legacy_zymo.py	/home/work/wenhai/dadec/benchmark/scripts/inventory_legacy_zymo.py	4602d03e1e469b0daa752477ef7eb8804115d04ab2e0e16b7d71e7359256fcff	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/method_config.py	/home/work/wenhai/dadec/benchmark/scripts/method_config.py	73f79fda0b077f9714f92fbcc27f047568c119b0a5ff1854b269888996f5cb99	data_or_simulation	included	current reproducible benchmark source
workflow/benchmark/scripts/migrate_legacy_layout.py	/home/work/wenhai/dadec/benchmark/scripts/migrate_legacy_layout.py	0036746dc9217e4d186e0eec01f515f3c39861be56f7493ad951277e39c3c65c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/migrate_run_layout.py	/home/work/wenhai/dadec/benchmark/scripts/migrate_run_layout.py	0a458d5e3ed7a43fe7042444e7bbe1535c387e1d725e2bf519ac904d132742fd	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/parse_metaquast.py	/home/work/wenhai/dadec/benchmark/scripts/parse_metaquast.py	d3f68e155d92c45015d7304958d6eea65f423cb9c0a9a2385afd5d466993cb82	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/parse_resources.py	/home/work/wenhai/dadec/benchmark/scripts/parse_resources.py	ae765af650ec16b30ed0fb69e8f9e94960bb1cb8d0d7313092a4779d7a891e1b	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/preflight.py	/home/work/wenhai/dadec/benchmark/scripts/preflight.py	50a47816c4bee68bba47d66148ff7a2eef514dcdff1e5fcd1bc073bc4fd1d46a	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/prepare_reads.py	/home/work/wenhai/dadec/benchmark/scripts/prepare_reads.py	586f5c6aaa96d833d0a0c46c46752125b4cb59a778ccad3e2197173f0c4b2b75	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/prepare_reference.py	/home/work/wenhai/dadec/benchmark/scripts/prepare_reference.py	62d9261a6cb5c9e69b5b52e9b9304f28e8588db47dc5b5bc3c92552d9a499138	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/provenance.py	/home/work/wenhai/dadec/benchmark/scripts/provenance.py	9c57d9d639a7be4a2ab718f96cc9e8853086d7009ceed8fd66773b809ea3f078	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/run_hifieval_eval.py	/home/work/wenhai/dadec/benchmark/scripts/run_hifieval_eval.py	d64e2710a740eac6508b7ad52027f7af8003de326d09e636de6d39ab21082041	evaluation	included	current reproducible benchmark source
workflow/benchmark/scripts/run_layout.py	/home/work/wenhai/dadec/benchmark/scripts/run_layout.py	9311c71fec2aaf941916a3f38d67851f408585151e430a170fc767ae5041e95c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/scripts/run_method.py	/home/work/wenhai/dadec/benchmark/scripts/run_method.py	5ffabc62874fb55d94c6ad5ec93631611eb49c9e9942b6011dbaa09d5a7333e8	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/README.md	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/README.md	44aac2ca91c8f5ce487cd5de765248b892202d1605acc31a559cc4928138ab7a	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/article_crosswalk.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/article_crosswalk.tsv	ddb3ac0613813582129c165a33563a8c311066e957f63f23114f195f27cbe462	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/correction_summary.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/correction_summary.tsv	42fd3343c830a347f3e0f7712f9bdbd139d856bb0facd66d4b9babe0462b2828	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/coverage_summary.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/coverage_summary.tsv	3da085c575086548d4cf7bcfa37a3067f8df3ce3d1dbdd72e42d77336a952219	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/method_categories.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/method_categories.tsv	abe2ce17921b12a2821c0d61c52427bea10e1990003fed2df8ac76ea13167165	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/missing_or_unmatched.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/missing_or_unmatched.tsv	7ff387de3bebad6ffa26bc1a6dcca5e6609e3af6d2d8e96b3b555843e1c4a2b1	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/quast_metrics.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/quast_metrics.tsv	3e778e4c6098a31355a0928928a9f9e5f76d9717c2e326ef095f11d1e998c350	evaluation	included	current reproducible benchmark source
workflow/benchmark/source_inventory/zymo/source_files.tsv	/home/work/wenhai/dadec/benchmark/source_inventory/zymo/source_files.tsv	c0845006f32f66c1d02176ea5179bebd1cf89770541f39aa4a52f617efb60ed5	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_assembly_workflow.py	/home/work/wenhai/dadec/benchmark/tests/test_assembly_workflow.py	88f46158d2367fe7b9af5d6eaa96f1266e5d198422f36a949ef1387ee5b3b196	evaluation	included	current reproducible benchmark source
workflow/benchmark/tests/test_classification_pipeline.py	/home/work/wenhai/dadec/benchmark/tests/test_classification_pipeline.py	06a30edb1b38ade096a68e12f13d09bd0cbfde59518de56080b26448cd245b1c	evaluation	included	current reproducible benchmark source
workflow/benchmark/tests/test_cleanup_run_tmp.py	/home/work/wenhai/dadec/benchmark/tests/test_cleanup_run_tmp.py	324f1e21993d1dbc8892ae5f73143e03841c531cf0ba3e774f585f83f2964e2f	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_combine_resources.py	/home/work/wenhai/dadec/benchmark/tests/test_combine_resources.py	0ab2c808729385c3acf805babb9ac175abba0342a7ca63e73aa27f84b9b5a177	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_default_parameters.py	/home/work/wenhai/dadec/benchmark/tests/test_default_parameters.py	1553bf9153a4d6e05467fa8995fb91273eebd8946b81e6f2db931e27bab9f4c4	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_fastq.py	/home/work/wenhai/dadec/benchmark/tests/test_fastq.py	b5bdf5308871644340e0799bff4659b5e464e6633e63dadfa9fc7d8091b52a6a	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_hifieval_eval.py	/home/work/wenhai/dadec/benchmark/tests/test_hifieval_eval.py	ec88c139890a355fec55f8252974279dbea5b6245003144743c21603621bdfda	evaluation	included	current reproducible benchmark source
workflow/benchmark/tests/test_methods.py	/home/work/wenhai/dadec/benchmark/tests/test_methods.py	cd26ff932029fbe73cd8120915e41c6a8244cc2d76c2c4e69af16040291c1dcb	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_multidataset.py	/home/work/wenhai/dadec/benchmark/tests/test_multidataset.py	36191bfdf177de662811b9ce5f5e08e8836c18e32baebf17286d8f414f3efd7c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_parsers.py	/home/work/wenhai/dadec/benchmark/tests/test_parsers.py	666d35610cf9f7c1c3d7a162b0694c189915c9f438e349738c310e4d575e847c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_preflight.py	/home/work/wenhai/dadec/benchmark/tests/test_preflight.py	7a9cab247e9d661da1101f221fee37571787cce4d664608bdf61053f076194d4	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_prepare_reads.py	/home/work/wenhai/dadec/benchmark/tests/test_prepare_reads.py	fa412f1bcf9a0d30430a057ab9ff3f284c77e3191c2e9c20373f3cccbdf8f3bc	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_quast_cleanup.py	/home/work/wenhai/dadec/benchmark/tests/test_quast_cleanup.py	e68a42e93716979d6b8543375c80eb62f4d050e557ea6a94ec15219dfac777a9	evaluation	included	current reproducible benchmark source
workflow/benchmark/tests/test_run_layout.py	/home/work/wenhai/dadec/benchmark/tests/test_run_layout.py	085e478ad2a545f630742ad3be30928a75d1cde80533d6104a50b1abeacf26fe	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_run_method.py	/home/work/wenhai/dadec/benchmark/tests/test_run_method.py	9ec8c13dbcb7bf2e061a6a2b1048a3e042d89378f3fbafa54fb3b07c858393e2	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/tests/test_workflow_dependency_isolation.py	/home/work/wenhai/dadec/benchmark/tests/test_workflow_dependency_isolation.py	467a2d339d3256d4bffe0e2e040bfe6595b8f2962a1a484f5bedf0b95e561b9e	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work.sh	/home/work/wenhai/dadec/benchmark/work.sh	2d1e09521db9abb04e7d07c5fbbb13dde8b38fe446ac75cc37b54a269dc61e2c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/100strains.sh	/home/work/wenhai/dadec/benchmark/work_scripts/100strains.sh	004a10128a5ebc3f586a77600db69feb3a00a093724be82dc57460ac59806b52	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/100strains_legacy.sh	/home/work/wenhai/dadec/benchmark/work_scripts/100strains_legacy.sh	34443816bdcec20cfc6c65b7109dc48fb368fd805a9a49e0a431b48018165af0	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_10x.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_10x.sh	01b1f7ddee6a9774a32a108f3b0064e776a0240e403593f14210e525a676a65c	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_40x.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_40x.sh	1302cf36a2933a19bbd81875f9d2a4fde0d54975fe4eb4b466c877de03fcb1b5	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_50x.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_50x.sh	3c370800cf01cfb515d806c87b274a0e47c17e7a3f342b3c8422bc1dd5e0584e	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_all.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_all.sh	4a1d60c1bb19fb05e72499aa8f0156cf27fa6b00503d5e36d7e71c716b6b6054	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_legacy_10x.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_legacy_10x.sh	3fb4e2ba1dc03caf4fe2172bfd0209a9b73150d7510ecbbe762cd961db6135a9	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_legacy_30x.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_legacy_30x.sh	9ccffdc4106083efe9d33894dcc3cfeeeb9e1c360fd666507deb5b1a4fe93a41	benchmark_or_method	included	current reproducible benchmark source
workflow/benchmark/work_scripts/30strains_legacy_40x.sh	/home/work/wenhai/dadec/benchmark/work_scripts/30strains_legacy_40x.sh	04a64e3b86a33fe32df13a251bb8181a4a9253551a9e7d98daffcfb89d3b7251	benchmark_or_method	included	current reproducible benchmark source
