absolute_path	exists	kind	referenced_by
/home/yczhang/zyc/final_result/100strains/data/CAMI_paths.tsv	true	file	datasets/100strains_legacy.yaml
/home/yczhang/zyc/final_result/100strains/data/long/long_reads.fa	true	file	datasets/100strains_legacy.yaml
/home/yczhang/zyc/final_result/100strains/data/short/short_reads.fa	true	file	datasets/100strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/10x/fmlrc1.fa	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/20x/fmlrc1.fa	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/30x/fmlrc1.fa	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/40x/F_HERO.fa	true	file	classification/30strains_legacy.yaml;runs/30strains_legacy/40x_f_hero.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/40x/L_HERO.fa	true	file	classification/30strains_legacy.yaml;runs/30strains_legacy/40x_l_hero.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/40x/R_HERO.fa	true	file	classification/30strains_legacy.yaml;runs/30strains_legacy/40x_r_hero.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/40x/fmlrc1.fa	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/50x/F_HERO.fa	true	file	classification/30strains_legacy.yaml;runs/30strains_legacy/50x_f_hero.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/50x/L_HERO.fa	true	file	classification/30strains_legacy.yaml;runs/30strains_legacy/50x_l_hero.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/50x/R_HERO.fa	true	file	classification/30strains_legacy.yaml;runs/30strains_legacy/50x_r_hero.yaml
/home/yczhang/zyc/final_result/30strains/30_cor/50x/fmlrc1.fa	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/10x/fmlrc1.txt	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/10x/fmlrc1_report.tsv	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/10x/ref	false	missing	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/20x/fmlrc1.txt	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/20x/fmlrc1_report.tsv	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/30x/fmlrc1.txt	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/30x/fmlrc1_report.tsv	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/40x/fmlrc1.txt	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/40x/fmlrc1_report.tsv	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/50x/fmlrc1.txt	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/classification/50x/fmlrc1_report.tsv	true	file	classification/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/30art_config.ini	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/30pbsim_config.ini	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/CAMI_paths.tsv	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/long/long_reads.fa	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/short/short_reads1.fa	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/short/short_reads2.fa	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/short/short_reads3.fa	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/short/short_reads4.fa	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/30strains/data/short/short_reads5.fa	true	file	datasets/30strains_legacy.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/Arabidopsis_assembly.fasta	true	file	datasets/arabidopsis_genome_to_id.tsv;runs/arabidopsis_sim/hifieval/32x_colormap_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_dadec_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_f_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_fmlrc_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_l_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_lordec_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_proovread_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_r_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/long/long_a01.fa	true	file	datasets/arabidopsis.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/F_HERO.fa	true	file	runs/arabidopsis_sim/32x_f_hero.yaml;runs/arabidopsis_sim/hifieval/32x_f_hero_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/L_HERO.fa	true	file	runs/arabidopsis_sim/32x_l_hero.yaml;runs/arabidopsis_sim/hifieval/32x_l_hero_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/R_HERO.fa	true	file	runs/arabidopsis_sim/32x_r_hero.yaml;runs/arabidopsis_sim/hifieval/32x_r_hero_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/colormap_sp.fa	true	file	runs/arabidopsis_sim/32x_colormap.yaml;runs/arabidopsis_sim/hifieval/32x_colormap_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/fmlrc1.fa	true	file	runs/arabidopsis_sim/32x_fmlrc.yaml;runs/arabidopsis_sim/hifieval/32x_fmlrc_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/lordec1.fa	true	file	runs/arabidopsis_sim/32x_lordec.yaml;runs/arabidopsis_sim/hifieval/32x_lordec_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/cor/ratatosk1.fa	true	file	runs/arabidopsis_sim/32x_ratatosk.yaml;runs/arabidopsis_sim/hifieval/32x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/data/hap.maf	true	file	runs/arabidopsis_sim/hifieval/32x_colormap_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_dadec_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_f_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_fmlrc_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_l_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_lordec_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_proovread_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_r_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/data/long_reads.fa	true	file	datasets/arabidopsis_sim.yaml
/home/yczhang/zyc/final_result/Arabidopsis/data/sim/expr/long_reads.paf	true	file	runs/arabidopsis_sim/hifieval/32x_colormap_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_dadec_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_f_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_fmlrc_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_l_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_lordec_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_proovread_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_r_hero_hifieval.yaml;runs/arabidopsis_sim/hifieval/32x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/Drosophila/data/GCF_000001215.4_Release_6_plus_ISO1_MT_genomic.fna	true	file	datasets/drosophila_genome_to_id.tsv;runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/data/long_reads.fa	true	file	datasets/drosophila.yaml
/home/yczhang/zyc/final_result/Drosophila/data/ontR10/GCA_018904365.1_ASM1890436v1_genomic.fna	true	file	datasets/drosophila_genome_to_id_GCA_018904365.tsv
/home/yczhang/zyc/final_result/Drosophila/data/short_reads.fa	true	file	datasets/drosophila.yaml
/home/yczhang/zyc/final_result/Drosophila/test/F_HERO.fa	true	file	runs/drosophila/43x_f_hero.yaml
/home/yczhang/zyc/final_result/Drosophila/test/L_HERO.fa	true	file	runs/drosophila/43x_l_hero.yaml
/home/yczhang/zyc/final_result/Drosophila/test/R_HERO.fa	true	file	runs/drosophila/43x_r_hero.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/canu/asm_F_HERO.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/canu/asm_L_HERO.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/canu/asm_R_HERO.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/canu/asm_fmlrc1.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/canu/asm_lordec1.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/canu/asm_ratatosk1.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/hifiasm/F_HERO.hifiasm.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/hifiasm/L_HERO.hifiasm.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/hifiasm/R_HERO.hifiasm.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/hifiasm/fmlrc1.hifiasm.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/hifiasm/lordec1.hifiasm.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/assambly/hifiasm/ratatosk1.hifiasm.fa	true	file	runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/colormap_sp.fa	true	file	runs/drosophila/43x_colormap.yaml;runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/fmlrc1.fa	true	file	runs/drosophila/43x_fmlrc.yaml
/home/yczhang/zyc/final_result/Drosophila/test/lordec1.fa	true	file	runs/drosophila/43x_lordec.yaml
/home/yczhang/zyc/final_result/Drosophila/test/proovread.fa	true	file	runs/drosophila/43x_proovread.yaml;runs/drosophila/assembly/config.yaml
/home/yczhang/zyc/final_result/Drosophila/test/ratatosk1.fa	true	file	runs/drosophila/43x_ratatosk.yaml
/home/yczhang/zyc/final_result/ecoil/data/long/any/hap.maf	true	file	runs/ecoli3/hifieval/20x_colormap_hifieval.yaml;runs/ecoli3/hifieval/20x_dadec_hifieval.yaml;runs/ecoli3/hifieval/20x_f_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_fmlrc_hifieval.yaml;runs/ecoli3/hifieval/20x_l_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_lordec_hifieval.yaml;runs/ecoli3/hifieval/20x_proovread_hifieval.yaml;runs/ecoli3/hifieval/20x_r_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/ecoil/data/long/long_reads.fa	true	file	datasets/ecoli3.yaml
/home/yczhang/zyc/final_result/ecoil/data/long/long_reads.paf	true	file	runs/ecoli3/hifieval/20x_colormap_hifieval.yaml;runs/ecoli3/hifieval/20x_dadec_hifieval.yaml;runs/ecoli3/hifieval/20x_f_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_fmlrc_hifieval.yaml;runs/ecoli3/hifieval/20x_l_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_lordec_hifieval.yaml;runs/ecoli3/hifieval/20x_proovread_hifieval.yaml;runs/ecoli3/hifieval/20x_r_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/ecoil/data/ref/ecoli1.fa	true	file	datasets/ecoli3_genome_to_id.tsv;datasets/ecoli_error_genome_to_id.tsv
/home/yczhang/zyc/final_result/ecoil/data/ref/ecoli2.fa	true	file	datasets/ecoli3_genome_to_id.tsv
/home/yczhang/zyc/final_result/ecoil/data/ref/ecoli3.fa	true	file	datasets/ecoli3_genome_to_id.tsv
/home/yczhang/zyc/final_result/ecoil/data/ref/ref.fa	true	file	runs/ecoli3/hifieval/20x_colormap_hifieval.yaml;runs/ecoli3/hifieval/20x_dadec_hifieval.yaml;runs/ecoli3/hifieval/20x_f_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_fmlrc_hifieval.yaml;runs/ecoli3/hifieval/20x_l_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_lordec_hifieval.yaml;runs/ecoli3/hifieval/20x_proovread_hifieval.yaml;runs/ecoli3/hifieval/20x_r_hero_hifieval.yaml;runs/ecoli3/hifieval/20x_ratatosk_hifieval.yaml
/home/yczhang/zyc/final_result/ecoil/data/short/short_reads.fa	true	file	datasets/ecoli3.yaml
/home/yczhang/zyc/final_result/mhc/data/COX_PGF.fa	true	file	datasets/mhc_genome_to_id.tsv
/home/yczhang/zyc/final_result/mhc/data/illumina/short-reads.fa	true	file	datasets/mhc_ont.yaml;datasets/mhc_pac.yaml
/home/yczhang/zyc/final_result/mhc/data/nano/reads.fa	true	file	datasets/mhc_ont.yaml
/home/yczhang/zyc/final_result/mhc/data/pac/reads.fa	true	file	datasets/mhc_pac.yaml
/home/yczhang/zyc/final_result/mhc/nano/F_HERO.fa	true	file	runs/mhc_ont/50x_f_hero.yaml
/home/yczhang/zyc/final_result/mhc/nano/L_HERO.fa	true	file	runs/mhc_ont/50x_l_hero.yaml
/home/yczhang/zyc/final_result/mhc/nano/R_HERO.fa	true	file	runs/mhc_ont/50x_r_hero.yaml
/home/yczhang/zyc/final_result/mhc/nano/colormap_sp.fa	true	file	runs/mhc_ont/50x_colormap.yaml
/home/yczhang/zyc/final_result/mhc/nano/fmlrc1.fa	true	file	runs/mhc_ont/50x_fmlrc.yaml
/home/yczhang/zyc/final_result/mhc/nano/lordec1.fa	true	file	runs/mhc_ont/50x_lordec.yaml
/home/yczhang/zyc/final_result/mhc/nano/proovread.fa	true	file	runs/mhc_ont/50x_proovread.yaml
/home/yczhang/zyc/final_result/mhc/nano/ratatosk1.fa	true	file	runs/mhc_ont/50x_ratatosk.yaml
/home/yczhang/zyc/final_result/mhc/pac/F_HERO.fa	true	file	runs/mhc_pac/50x_f_hero.yaml
/home/yczhang/zyc/final_result/mhc/pac/L_HERO.fa	true	file	runs/mhc_pac/50x_l_hero.yaml
/home/yczhang/zyc/final_result/mhc/pac/R_HERO.fa	true	file	runs/mhc_pac/50x_r_hero.yaml
/home/yczhang/zyc/final_result/mhc/pac/colormap_sp.fa	true	file	runs/mhc_pac/50x_colormap.yaml
/home/yczhang/zyc/final_result/mhc/pac/fmlrc1.fa	true	file	runs/mhc_pac/50x_fmlrc.yaml
/home/yczhang/zyc/final_result/mhc/pac/lordec1.fa	true	file	runs/mhc_pac/50x_lordec.yaml
/home/yczhang/zyc/final_result/mhc/pac/proovread.fa	true	file	runs/mhc_pac/50x_proovread.yaml
/home/yczhang/zyc/final_result/mhc/pac/ratatosk1.fa	true	file	runs/mhc_pac/50x_ratatosk.yaml
/home/yczhang/zyc/final_result/zymo/data/long_reads.fa	true	file	datasets/zymo.yaml
/home/yczhang/zyc/final_result/zymo/data/ref/Bacillus_subtilis_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Cryptococcus_neoformans_complete_genome.fasta	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Enterococcus_faecalis_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Escherichia_coli_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Lactobacillus_fermentum_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Listeria_monocytogenes_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Pseudomonas_aeruginosa_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Saccharomyces_cerevisiae_complete_genome.fasta	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Salmonella_enterica_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/ref/Staphylococcus_aureus_complete_genome.fna	true	file	datasets/zymo_genome_to_id.tsv
/home/yczhang/zyc/final_result/zymo/data/short_reads.fa	true	file	datasets/zymo.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/F_HERO.fa	true	file	runs/zymo/10pct_f_hero.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/F_HERO.txt	true	file	runs/zymo/10pct_f_hero.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/L_HERO.fa	true	file	runs/zymo/10pct_l_hero.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/L_HERO.txt	true	file	runs/zymo/10pct_l_hero.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/R_HERO.fa	true	file	runs/zymo/10pct_r_hero.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/R_HERO.txt	true	file	runs/zymo/10pct_r_hero.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/colormap_sp.fa	true	file	runs/zymo/10pct_colormap.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/colormap_sp.txt	true	file	runs/zymo/10pct_colormap.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/10_dechat.txt	true	file	runs/zymo/10pct_dechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/10_vechat.txt	true	file	runs/zymo/10pct_vechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/20_dechat.txt	true	file	runs/zymo/20pct_dechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/20_vechat.txt	true	file	runs/zymo/20pct_vechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/30_dechat.txt	true	file	runs/zymo/30pct_dechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/30_vechat.txt	true	file	runs/zymo/30pct_vechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/40_dechat.txt	true	file	runs/zymo/40pct_dechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/40_vechat.txt	true	file	runs/zymo/40pct_vechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/5_dechat.txt	true	file	runs/zymo/5pct_dechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/coverage_self/5_vechat.txt	true	file	runs/zymo/5pct_vechat.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/fmlrc1.fa	true	file	runs/zymo/10pct_fmlrc.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/fmlrc1.txt	true	file	runs/zymo/10pct_fmlrc.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/lordec1.fa	true	file	runs/zymo/10pct_lordec.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/lordec1.txt	true	file	runs/zymo/10pct_lordec.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/proovread.fa	true	file	runs/zymo/10pct_proovread.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/proovread.txt	true	file	runs/zymo/10pct_proovread.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/ratatosk1.fa	true	file	runs/zymo/10pct_ratatosk.yaml
/home/yczhang/zyc/final_result/zymo/zymo_cor/ratatosk1.txt	true	file	runs/zymo/10pct_ratatosk.yaml
/home/yczhang/zyc/tools/Ratatosk/bin/Ratatosk	true	file	common.yaml
/home/yczhang/zyc/tools/lordec-bin_0.9_linux64/lordec-correct	true	file	common.yaml
/home/yczhang/zyc/tools/quast/metaquast.py	true	file	common.yaml;legacy_single_dataset.yaml
/home/yczhang/zyc/tools/quast/quast.py	true	file	common.yaml;runs/drosophila/assembly/config.yaml
