path	bytes	sha256
config/datasets/ecoli3_error_readcount.yaml	1149	73cb61f94f953998b4c9f35b43814e9af8f68b531056a3dbd708114448d23945
config/datasets/ecoli3_genome_to_id.tsv	189	94db41a84a6561ef7f238c9b5bc3eba8a23ba0379838afa84fd0a56d70536592
config/datasets/ecoli_error.yaml	658	acb9c484994e19da6b35508875ee0eddc1a0ccc608ac073ae6ef388d318f4d1a
config/datasets/ecoli_error_genome_to_id.tsv	62	307b7bb3d061d7e48bc017909cfadab38458ee3b8cf0a827aa85df3348b5d37a
config/datasets/ecoli_error_tech.yaml	645	f28b647b517d92ac22f8a246f974165ef72a2b57d645f4f48f26b477e528ac3b
config/datasets/mhc_genome_to_id.tsv	54	d23d4e4837b978cd1f8b08cf7e4886a1e7c1431a04244f1b8f5c6b62593240f1
config/datasets/mhc_ont.yaml	405	6348fc0d78df9f07bdf51c50c3b1a452d238ba9da2915cb82a233b73e22ae52d
config/datasets/mhc_pac.yaml	404	175fffa42b3c1c46121cbbbaa56699f693838b3aaa3cdc659ff4772013c4c322
config/datasets/zymo.yaml	1121	f523e8321b43a010d7247f9df3d00cda152f9eb3fb8678afe96c26f3627afce6
config/datasets/zymo_genome_to_id.tsv	1090	7eda75d5a7bd085a5baf493a1fa340fb839a8054c96d69ea544d839ded80afb3
config/legacy_single_dataset.yaml	1479	03eca761e2554ae5af64f4bb41bb825639ff6f741e95bf1960b49d0c8e6e9847
config/overlays/dadec_dev.yaml	223	a497f39ae7f551d7185a9d0c73511360f567e81fad07503792a4c55a2222fc64
config/runs/100strains/30x_colormap.yaml	132	aa02868cb0d145f2c92498f8227348241244cde7c4962788a2961787de6b2dfe
config/runs/100strains/30x_dadec.yaml	220	12a72ac69c50dfd73d4ef8ca040014f33f37ea37260dffee0e2012b0bc683e9c
config/runs/100strains/30x_f_hero.yaml	188	a700003a26fac848e1053a2c8bf248c01ffe2549803833de7913dd38e7089db9
config/runs/100strains/30x_fmlrc.yaml	152	e02de14db463c7543968c35a4bff34e60ea2d1ba8f5706483bc8c2b3aa3fde97
config/runs/100strains/30x_l_hero.yaml	191	7b8f2874c151a6c6fba6a286b3e0b1bc75133846da0f7f2240cb06fdd2648a89
config/runs/100strains/30x_lordec.yaml	157	f61f7283ca3a2d01cdd73e4d75d5de9e9eeb1ea11bf08526ea55ba20c2b462f5
config/runs/100strains/30x_proovread.yaml	134	3712b7d6fd12f9b85477f7b1365f3a7065811685e4e7a162c767083e7ebd28a6
config/runs/100strains/30x_r_hero.yaml	194	558cbfea86efdd7b4a4200e8280ba4324e1deeaaf47c52db49b241f6e70807fc
config/runs/100strains/30x_ratatosk.yaml	164	9e6d8028f225bda3d0a2410c002a1e5affd560445c52a137b2f0ee36fa1eec4a
config/runs/100strains_legacy/30x_colormap.yaml	223	9d87a72ac48c8cee1cbf7ccc4582c1fddd9a6578dad1f08042f7dade9f69854d
config/runs/100strains_legacy/30x_dadec.yaml	319	a5889b462cda81fefaf0eaaec09cffa587d596c9c80c7be278e6269b1f925181
config/runs/100strains_legacy/30x_f_hero.yaml	274	29773c137f99c43b75a8c0e966f3b3e2c8c6202cdca9a7d139ca26545ccfe6fb
config/runs/100strains_legacy/30x_fmlrc.yaml	238	7aeffbb7708331a280a32f9e9362ef8b21682b89200c8a9d377efbfe8d3420ed
config/runs/100strains_legacy/30x_l_hero.yaml	277	6309c6bd1a11cd64d0996c0ba5f2c78e84e99b84a0890057b5bd7cfe8d44c2ef
config/runs/100strains_legacy/30x_lordec.yaml	244	bf26c29eed669d9ed685e7b8c9b3c62965da543adec8a8d192733f80518f7253
config/runs/100strains_legacy/30x_proovread.yaml	223	2e1bace55779652ca0d71177dafd3edfeb0f179ed0a676b41e5bd120a38382a1
config/runs/100strains_legacy/30x_r_hero.yaml	280	02014e03032e713beef590596565d32fedd0c404844573f2a3fd8e23a9bd4f83
config/runs/100strains_legacy/30x_ratatosk.yaml	253	67cf975ff09a1c65bd78ee2542d2efbc09108f8f6324ee15a3c6acfc5a4a8930
config/runs/30strains/10x_colormap.yaml	101	f4ab406122c1bc7f92bd051be3deee03edcc317020bda2135ec08c51e8eadd2b
config/runs/30strains/10x_dadec.yaml	190	aeb72f087422e620e214b86085ee7cc9207605ada0d8fb65b7d4f430322160ff
config/runs/30strains/10x_f_hero.yaml	157	9367cf9818a5ccb1428c0b30e95b9ae573721aed4662801d9ff5cb2ce2498719
config/runs/30strains/10x_fmlrc.yaml	121	17e9756e20575f5e94f9fdabd4b01bc783968e5e065d4333796b588c346b6dd8
config/runs/30strains/10x_l_hero.yaml	160	6b6f79f183ccc5006d4bdcb3d389a8322fefaea77afe60adbd3cb751c1934787
config/runs/30strains/10x_lordec.yaml	126	8ddf65ea4fbe053ad75b8b2db05105722be85057c84c5a068cdeba5b5dc2621a
config/runs/30strains/10x_proovread.yaml	103	87b3be8da00a29e0ca3a44938b5b4306d917cac2f6a31763379dfa6bdb991f93
config/runs/30strains/10x_r_hero.yaml	163	bb516dbf70c5b6478383c39efcb25d021afd817b342b4b30b3f34e88958a4d29
config/runs/30strains/10x_ratatosk.yaml	133	7e6180972549f606cee52bc8f1d1e78a7ba1565f251d8e459e72e78cbd49727d
config/runs/30strains/20x_colormap.yaml	101	d0d2c14d3a9640ce119db3beac18dc13f90fcf2bd8bd697ea6960733dbafe0a4
config/runs/30strains/20x_dadec.yaml	190	80425cfb7f9fc79f74eb4327bfd7a80a7f4df9201baa15fbab6803e31f0acf02
config/runs/30strains/20x_f_hero.yaml	157	f8ffa0a174880ec97f3843e17a378a10b40b7f2b16da415148f4482fe622a6c9
config/runs/30strains/20x_fmlrc.yaml	121	44aed6bca18006819ba161ce9ab6613edf0dbaf70c99c43da8e9e80ed18e2a3e
config/runs/30strains/20x_l_hero.yaml	160	a5baca12bedda50472ac75f0f70320ea226da1f38d687aacc74591e07faa9e97
config/runs/30strains/20x_lordec.yaml	126	0ea9187728c9b54e1ca44259012972c40987c37302e647e269fe55e0fd92a5b9
config/runs/30strains/20x_proovread.yaml	103	c869f87904bbf40f17724023c71f35e6f3383f2be4f73d8ad536220b5d81217a
config/runs/30strains/20x_r_hero.yaml	163	173e0d40489fb30afafa0b567157b027dc446f876ea6302cb429d76f3f2f1c4d
config/runs/30strains/20x_ratatosk.yaml	133	dfe5496cb27cd73fc92604ec14da7ccbe32254bd00d97c296793028f4fabd478
config/runs/30strains/30x_colormap.yaml	101	197683370f51caf98785678b15655232337ae57a246be84f5e889718e71a194f
config/runs/30strains/30x_dadec.yaml	189	414df63551c3f2bebf7c4ab2787959c5dddd36363e08cc0526fc9c5c2f726059
config/runs/30strains/30x_f_hero.yaml	157	228068ab7c91a46ce86cf51991493874494152a23091995670ca0a42488fc833
config/runs/30strains/30x_fmlrc.yaml	121	6edf92d50ef5ffa76345ec811f5243a31cb95a56e22d35ffa93510d577086ab2
config/runs/30strains/30x_l_hero.yaml	160	09c489dc8ea5ac3c796fdbf1e46d04b6a9356005963484dac8257187b662671c
config/runs/30strains/30x_lordec.yaml	126	ac76e3ba4b19620202a8c779c1c5629b73fd884e8f2927f138c33a055ea4de31
config/runs/30strains/30x_proovread.yaml	103	8c95f3a4b5f2c9959fbe133ec41a2e7123881c8776e8f5642fef253687aa73cb
config/runs/30strains/30x_r_hero.yaml	163	07a4d393b8899f7986d13d713ddf03b2b28783bb272ffbf9f7b42fbb2b1712f5
config/runs/30strains/30x_ratatosk.yaml	133	18fb0c1b191400783097cdbb566ed6588e22701c7b1c53793e4245607ee3865e
config/runs/30strains/40x_colormap.yaml	101	5be348dfa42641436cea57e6322218e1e15e6c137809b64accb3a45e14f35d44
config/runs/30strains/40x_dadec.yaml	189	fd7f8eff7661eac8ddd113a26021d493840836ac7d7e13850341b821f07350d7
config/runs/30strains/40x_f_hero.yaml	157	43fb8b2299b7d5573c578f9ab859cab1cdf99dbefcbf8779f2b095e896e9c3cc
config/runs/30strains/40x_fmlrc.yaml	121	63391bcbb8388a466acbb0babc4e0adbffce8cc12adfc90eff938cbb2da059fc
config/runs/30strains/40x_l_hero.yaml	160	34b85a4054fed3f99ceedd8e19f31da5f86853e50bd1adb053ecea71a632e952
config/runs/30strains/40x_lordec.yaml	126	aa4e1e5cc3c9829cb7e7abb7148cc90c0dad7c28d1cde0705b31bffc3a858896
config/runs/30strains/40x_proovread.yaml	103	bca4f5b4cd10b60b1831e31e6f925a7e2a140e9ff2a25506096c82742d022a85
config/runs/30strains/40x_r_hero.yaml	163	7743d16973ba98659842d75a74907bb9d4bbbc60b9191664270b61eb9487d5c8
config/runs/30strains/40x_ratatosk.yaml	133	714fa66086cb91476ebfb8fc30d8335e232b722fe340d00618623a6e7931521a
config/runs/30strains/50x_colormap.yaml	101	7c693b1ea1b8d594b32727413544d4b3766d6d420be31e0f4df75a086dead4a2
config/runs/30strains/50x_dadec.yaml	189	c3dedeb3db2241447a619409cae8f227f43edae829fbfbedebd0ec7cd42b68c9
config/runs/30strains/50x_f_hero.yaml	156	fbf5663d6709941fc5cf3c81e68176856f6a3b3893feaf2899d16f3964368042
config/runs/30strains/50x_fmlrc.yaml	121	aa50eb97dbd9d74f91418c055bfcb2ef77853110848d8cf32b3fee0d09f34332
config/runs/30strains/50x_l_hero.yaml	159	8a866858c0724a3423edcdf54a57ea74d9058864d79f12e38460215a956a89ef
config/runs/30strains/50x_lordec.yaml	126	2da1cd4d07fd44d56f55ddc7327b460013c08ae1936160980c295a2f0d3125a6
config/runs/30strains/50x_proovread.yaml	103	ae50cce8648875e708395ccfb382e1b79f091802c0c5f1ada29822291387e2c4
config/runs/30strains/50x_r_hero.yaml	162	8f54fbfcafa978dfe339640f3c21a9767e7bf2ea4afbcc0fdc502978ee4adae6
config/runs/30strains/50x_ratatosk.yaml	133	7dda28cd8f146ea696fcbcfa32182924775ff4fd24e27164818c15750e81c317
config/runs/30strains_legacy/10x_colormap.yaml	108	7eab23d564e400889372835b293e76c4fe30e26a59f510088e283cbb3ac0e7a8
config/runs/30strains_legacy/10x_dadec.yaml	196	db022dfbb4eabdb70c5dcf6eef5545e7d0e13edfeebd696b37121e7121275614
config/runs/30strains_legacy/10x_f_hero.yaml	164	d77e44da82588f5e3eb4e4345e982297b40eccc60ddb0a7d9c9eea0084569b00
config/runs/30strains_legacy/10x_fmlrc.yaml	128	9a85eab2ddb0855af2412cfadb1d0680ed7c8c508168446147e1d6682bc5178a
config/runs/30strains_legacy/10x_l_hero.yaml	167	198f0541a5f4d83448268b97587c22ff5d42eaf7d5aef2f0488a211077e54576
config/runs/30strains_legacy/10x_lordec.yaml	133	e1c051454a6f460545850460e2c971653f2b1372cc001563c7bb016acc7c486e
config/runs/30strains_legacy/10x_proovread.yaml	110	5511fa40fa9110aa4656b93408a437c3fd2b006e0a885b03780ce34f13d99594
config/runs/30strains_legacy/10x_r_hero.yaml	170	86e6f4348820f532c4426b0e9c3ecb2b2794b13cb349b75c24d2d4b68a40967e
config/runs/30strains_legacy/10x_ratatosk.yaml	140	2986d9985f18b43847cd4390a1a7eda51c756fb0b7929a72452cfe092b28764c
config/runs/30strains_legacy/20x_colormap.yaml	108	665b7d1623762dd528a856aabd2104d70c2e04989f6000b5e8e6eaaf99e32409
config/runs/30strains_legacy/20x_dadec.yaml	196	2623b4f5c06b9e556463ccde9ba816cac816fcb4a1192989aff988c196293114
config/runs/30strains_legacy/20x_f_hero.yaml	164	f736e0033b96e71bf3a886023d93b8a111a7f6796be128cc1dba2b57431d519c
config/runs/30strains_legacy/20x_fmlrc.yaml	128	30cedb1b8455ded676d066e2c62928d57527301ec0655eabc0d34cf1b6726d43
config/runs/30strains_legacy/20x_l_hero.yaml	167	7228cc687a7c35ae2e250e7545fe350692ea515f1b798df74797ec74add0a71a
config/runs/30strains_legacy/20x_lordec.yaml	133	c4898e6f44563ac38a3586c833fb8790ba21a5c696a15b1b1023681ff093b4a0
config/runs/30strains_legacy/20x_proovread.yaml	110	16c8996641e1b32f4658f43b8d6659be177daeb61bdf1fa0d6a42a63eb8225d8
config/runs/30strains_legacy/20x_r_hero.yaml	170	bfc85365bbbf4821186a08d8a59b2e77a53500aadb677cc1113a94aa1b00f955
config/runs/30strains_legacy/20x_ratatosk.yaml	140	8958c202f53bfc242584c57740b8b309f82a604084e0b62bda30fdde6ed8303a
config/runs/30strains_legacy/30x_colormap.yaml	108	2ae78cf224178cf37edde435a8f2beb66b001bec8c31349e8cbe00f88d48d9f4
config/runs/30strains_legacy/30x_dadec.yaml	196	d3401e83070cde8a0d09e5c5e09188dcba0bf01366b167e1109898da0fba65c7
config/runs/30strains_legacy/30x_f_hero.yaml	164	feb7d0e5cfb21ba599ba198c6f18a37b35fe55d1ce75e384b6a70505eb688bad
config/runs/30strains_legacy/30x_fmlrc.yaml	128	4775dd3bf6f2ee2da58b8770620d200d61ca0cba697cb46c12341eb37fdb23d7
config/runs/30strains_legacy/30x_l_hero.yaml	167	59cb278d26075ea7c40a4b0c304a9ebb8cab60def0c481d30cf865de43252f67
config/runs/30strains_legacy/30x_lordec.yaml	133	2163e4621ff222c114d76e3657d3831e9d59716dc6271ebfbc216726ce566e4f
config/runs/30strains_legacy/30x_proovread.yaml	110	fbe485d9c3b8d403db1a914cd526b474c9cd02a41a4d618ed1b604b15d8e3569
config/runs/30strains_legacy/30x_r_hero.yaml	170	e5491be464927161693e7852f4f008bfa2405c3c68697f55d9f1f269f8aa1dcc
config/runs/30strains_legacy/30x_ratatosk.yaml	140	c89edc296724b9e520618e12223528fc2d0457794b1333392c62a110497b7b7a
config/runs/30strains_legacy/40x_colormap.yaml	108	427b2727a5733dd2b0c801b8086b2dc3016f2767c2ea47a22ebcc772fa33239d
config/runs/30strains_legacy/40x_dadec.yaml	196	e976d11a293952f8d4a4eacf5601f9e2b0e5d0c8df8209abba2f84c1caf0e0d4
config/runs/30strains_legacy/40x_f_hero.yaml	275	3ea2b6e4f9636b7f6ba57a2f135d2d95bed2e6e3fa633b79e2447fa367eba4c4
config/runs/30strains_legacy/40x_fmlrc.yaml	128	58ac9166cbca139913ae05105445922b21d0ffabd0f691297274ead89b6f21d4
config/runs/30strains_legacy/40x_l_hero.yaml	278	35d8670ec57b3114a48416981b51551936ac321250e7b6ceef7710b392f83063
config/runs/30strains_legacy/40x_lordec.yaml	133	bff3015209e0bd7aa6344aa68e089b5cc8ca281bce3a8a46666eb9e9ec3d06d1
config/runs/30strains_legacy/40x_proovread.yaml	110	73324f72d4519fb639c1da26399f2f95299a48a627d0073b1ab8883d0deca23a
config/runs/30strains_legacy/40x_r_hero.yaml	281	90ddd0e944ba11bc6e24a1fed50493e2f0d3d4fb57ec0b152a874d3e32e3572e
config/runs/30strains_legacy/40x_ratatosk.yaml	140	d5350d25272a9ba899088bb8b3ba866849ea3c61577b721a1cf2f56388682939
config/runs/30strains_legacy/50x_colormap.yaml	108	f0ec1fa10964a0f5ffe3a99f92fbbe325f065bfb0ec784aa34c434dd84826a60
config/runs/30strains_legacy/50x_dadec.yaml	196	e304484e7867a11b0232ac6dc382ddba7126debe25074bce24d3c0198cf61120
config/runs/30strains_legacy/50x_f_hero.yaml	275	71871a672f59c57657a5e45770e9822da97cd3956cf75e6944ae380a91290d35
config/runs/30strains_legacy/50x_fmlrc.yaml	128	1eb0acb9af832f0a0fe64d366be757d90384c4e865d1687b9458f424dbead474
config/runs/30strains_legacy/50x_l_hero.yaml	278	56a4ac26d05489eb830e8ed6916d979a4005b29a430e4f44d5334152cbc5a6ae
config/runs/30strains_legacy/50x_lordec.yaml	133	4a9ecfd87fcacb190e7aa9ea65e0cc0809e6f39e82bd82633773581b39cf959b
config/runs/30strains_legacy/50x_proovread.yaml	110	9c7571d81a1d3ab360a3b9970e95ab2115fed68140021e2d86546c07afb37df1
config/runs/30strains_legacy/50x_r_hero.yaml	281	827d87def17291848fd1d4494a116d04c7aef627dfd5f689d20c0e81943a6de5
config/runs/30strains_legacy/50x_ratatosk.yaml	140	dd80c415f89266b856b8c90662e1e324c95a455fd013a8031f7447f23086c620
config/runs/arabidopsis/10x_colormap.yaml	129	d8b94a9f8617e70c2929080d3998aee8e6cc96e0d0964e17d1bce404ed3875d5
config/runs/arabidopsis/10x_dadec.yaml	240	92316f3c4044471276de6d47ddda3126f1f05a8fa19b2a5be9c9b82cdeb54165
config/runs/arabidopsis/10x_f_hero.yaml	186	b0f6b2cfd5cee6edcd7d26b73cd7b4ffe336403d820bc9ae592bfa34416e3068
config/runs/arabidopsis/10x_fmlrc.yaml	149	c39e88d4be2459baccf9fd0ec95350253f6ec118c8071a4a922ebd7a64baffde
config/runs/arabidopsis/10x_l_hero.yaml	188	fa5777772fd923d23f11fefc031ed1ce128a0ef26437072f2b7eb980b2780414
config/runs/arabidopsis/10x_lordec.yaml	154	cc62451ad7c0d6e33556f3fa49023dabe2b1cac402604807aa65d0e35ab73341
config/runs/arabidopsis/10x_proovread.yaml	131	c55bbba61ef5c37af721f0f5a05d94363686d0845e12b4c300aaf8833ba4e372
config/runs/arabidopsis/10x_r_hero.yaml	191	7ca20034bfe05770dc92105060529e1d37c8f0c366ac0b52dee6e8ea4f9d4f1a
config/runs/arabidopsis/10x_ratatosk.yaml	161	cc68ea46df0c825328009d312f9b27b8a573997facf97d0725fcf51f9e42f737
config/runs/arabidopsis/15x_colormap.yaml	129	d6fdb652e88e52f1bc0b0e4bbe8cea0c41a1c3e3aba5b1519d5d0d935a3c705a
config/runs/arabidopsis/15x_dadec.yaml	242	8772af617a28c84d65390961e808060e9eb2324278abffca02cf4a7a1aeee5b5
config/runs/arabidopsis/15x_f_hero.yaml	185	725b240043e408feb8ff7ce3b6d770a13b3fd8ba81897eb34fa7ba2581711682
config/runs/arabidopsis/15x_fmlrc.yaml	149	201f50cd66eb4020aead65ffc38ce7dcc1b37a910a4a84c63fd6651e0ab5a9d7
config/runs/arabidopsis/15x_l_hero.yaml	188	5fe8bfda76b841998c61b74f4dbfca360b1edc75a34dff252bfb42474dabe5b3
config/runs/arabidopsis/15x_lordec.yaml	154	10e1ce60d1440fa6a8581069ea560880e89d8f8db99b74e97ca4a5128520abd6
config/runs/arabidopsis/15x_proovread.yaml	131	1767fad970a9f0f712ba489fd7e833e50adfa1684047442d619f2ec4c8fd399a
config/runs/arabidopsis/15x_r_hero.yaml	191	b6fd7819895e27acb7ce6398a94290a1a4a0022801e1e1c9777e4b4aab9c27db
config/runs/arabidopsis/15x_ratatosk.yaml	161	070af6e2bf1b4e75864ba24db42aba4e24b331bad06da66d7f67e49ca3877869
config/runs/arabidopsis/20x_colormap.yaml	129	4204707d82830a8c4b3f99ef2ad5e426374339ec1a6dc86bc5049bbf178624c0
config/runs/arabidopsis/20x_dadec.yaml	241	c6c02d09acf5b4419481fcaa34284d26f3be241be31f34dc6e6d57ea270fd9a9
config/runs/arabidopsis/20x_f_hero.yaml	186	badc27a088135bd9ea7c7c31fad9a3307d8e275c0d76d9706db2b926a994c872
config/runs/arabidopsis/20x_fmlrc.yaml	149	646ff1effb821da6e763f77749290d75b73239a8135bf134d4709e3c7db04371
config/runs/arabidopsis/20x_l_hero.yaml	188	2239d43831050818deeecc4bac4b91bf17b3df71cfd89bce5f06c1de45007c2c
config/runs/arabidopsis/20x_lordec.yaml	154	51ae648e42305bb589711bd8a3e45b27232855847177f8c5a710951d6d5d3cd7
config/runs/arabidopsis/20x_proovread.yaml	131	f9797dfc9a9e9f40b37a633fb4bc5cdda585079f8cd1944b900e481c1c8777d0
config/runs/arabidopsis/20x_r_hero.yaml	191	6e613398ceda6375c9e6397f4866b269d41eff394dce22f08a513ee085291456
config/runs/arabidopsis/20x_ratatosk.yaml	161	400ed28cb3306fe80ae39473210f60a65ee9776da5cb303a0214f0c32fd5a33f
config/runs/arabidopsis/25x_colormap.yaml	129	5b31128ed9a233a9cc25b413a518f663d40752a9cf6f470db79ba7ccb8df957c
config/runs/arabidopsis/25x_dadec.yaml	242	2ef7479a8bba3301d6e483259eff56a57af54c5cf122636fc97ce77a6209947c
config/runs/arabidopsis/25x_f_hero.yaml	185	f718d1f31abaa4167c20801f703bf708b10346ae1a4777d7f634615793a62f2e
config/runs/arabidopsis/25x_fmlrc.yaml	149	a667f2370c1a40a0fbecc3164858053e6732f1265cfecba484e144d07ec127de
config/runs/arabidopsis/25x_l_hero.yaml	188	3063631ff7dd5cefb6a2f329ee603f5fdc93226ba785b545e85082100b858f22
config/runs/arabidopsis/25x_lordec.yaml	154	ed023d7dbae5b22de08e1f31946f022a126878694d693ad5e0c79287fef3931c
config/runs/arabidopsis/25x_proovread.yaml	131	3a83783dccd3d1a58b8f85ff6311b5a822a40175c02ec8c7d9b7f7ec1670c957
config/runs/arabidopsis/25x_r_hero.yaml	191	d40a889fb88aaf2df5f2fcda835915553f1800b30a322e768012bb9fa4709b2b
config/runs/arabidopsis/25x_ratatosk.yaml	161	c18a71bf21fd9a36ef597642a9a3d27d9f57cea3e2d271b94126b45d816ed037
config/runs/arabidopsis/30x_colormap.yaml	129	2b577ae364b7b34ce941a33df433a4d4470a1349a300cb8fe16e054375698524
config/runs/arabidopsis/30x_dadec.yaml	242	74f1d85aabb11abc5c3a3f8301789077918bd80d3a563f356b2609ef6b3bc8a2
config/runs/arabidopsis/30x_f_hero.yaml	185	817ed4ea5173e60a49043870e191742c74157407370a5d3f8dd620b7e6929446
config/runs/arabidopsis/30x_fmlrc.yaml	149	179c040ad61b42f4b44c26ca6dc02cac8d5810f651d4970a4602bbfa2cf12515
config/runs/arabidopsis/30x_l_hero.yaml	188	267faae23796ab35147946e6b1888b34fb7440326cb6c0acc43ec194ab48b2de
config/runs/arabidopsis/30x_lordec.yaml	154	c1c89ab7a5b6053451e60e09c33ac529c085d01787b460464207c303e9134503
config/runs/arabidopsis/30x_proovread.yaml	131	525d4b762404702c96a6e4c148231d9d1b7ea28c6002ec47b414c3d4984a0b03
config/runs/arabidopsis/30x_r_hero.yaml	191	5c7545e4b0ff1cc299ce19772e968e266b66f6ccdc96b0568c209a97af8f6ffa
config/runs/arabidopsis/30x_ratatosk.yaml	161	644626c5a0f47041c6498abb248ec1bf0fe5176c0dc5a95785a8d2386e9cda43
config/runs/arabidopsis/32x_colormap.yaml	129	ca579e6ba708016fdcb163848dfc6a375b350a1e14bad0e7fdd8683dc892192d
config/runs/arabidopsis/32x_dadec.yaml	240	4077722b1ef4d4fae74614e1e587f057af4cd605ccbc435561935baee219e709
config/runs/arabidopsis/32x_f_hero.yaml	185	5a9c8f4b67ef7662b5b826ad982f4fc38d9539939c744029abfa7c42b48b8c43
config/runs/arabidopsis/32x_fmlrc.yaml	149	ba8f4d9d696717c4718b3db89428e91cd2437fc513234d223b095cc31b05d3b8
config/runs/arabidopsis/32x_l_hero.yaml	188	662d1b38f8b1f228de8b653dbf86c08172fb8291778deb1734ad0be0cc404329
config/runs/arabidopsis/32x_lordec.yaml	154	6798c56647b40b3c8601cc243e5cd1e41b051f93cf6fd0a7170ebde3e7352156
config/runs/arabidopsis/32x_proovread.yaml	131	5db004a1f0dd587f6a5b1979359a87037587baca9253c63f9117146002047af9
config/runs/arabidopsis/32x_r_hero.yaml	191	2357955fd2cdda59c65b7dd984061cb630adc69b285ef06a181fb31616ad2889
config/runs/arabidopsis/32x_ratatosk.yaml	161	bd40d43aae0e811ba08dd5251a92a792e5c79bbe6f71bf22d97d267235dc9a93
config/runs/arabidopsis/3x_colormap.yaml	127	0857ca3927e1dc1232662e2b534b1ae3c862bfedb9372cb194eee3e99e954e86
config/runs/arabidopsis/3x_dadec.yaml	240	4b7633a284742f516efa68f3562e804212340cdb5d8b9b8124e2c539b3b3479a
config/runs/arabidopsis/3x_f_hero.yaml	183	d317b44ee5e9b45bbc1c31f7ca96b6524ec7ed3199fb38a305d8273aa2366b6e
config/runs/arabidopsis/3x_fmlrc.yaml	147	6e6bcd91c5c720f300ab5b1b297d5da170be65a0483821dd4d0f8a44a4e19c2a
config/runs/arabidopsis/3x_l_hero.yaml	186	526175f076a48b12d2802921ea62e174a258769a7c962c431df0a5e577a79853
config/runs/arabidopsis/3x_lordec.yaml	152	3ca41c9d3c0898aedbd58642a3e22580356073913898b32f601d8125ba4a11ff
config/runs/arabidopsis/3x_proovread.yaml	129	5616e2ebadb65364359506cc4e5cddfef27f53483693059db548eaf20565a9ad
config/runs/arabidopsis/3x_r_hero.yaml	189	51714d1ca5e823a8d892312b501555aeeb7a47ecbfeed7fc1efea9105db05eb5
config/runs/arabidopsis/3x_ratatosk.yaml	159	12aa6f6bad0e7379fe18813823babf5f9d4bfc8ce121e6bb3fd938190578faf3
config/runs/arabidopsis/5x_colormap.yaml	127	74c4212526f748b8cccbeda7d9734bfbd33daff81322f9071097e88908af0883
config/runs/arabidopsis/5x_dadec.yaml	239	5d35e54f75bf732efca7bc8ebc668c4b514235f30abba8bbd44619a1b5e3554f
config/runs/arabidopsis/5x_f_hero.yaml	183	de3ac57cd72428901516ae5a1fffef7208bce8a8e317fa99a45785f77955f719
config/runs/arabidopsis/5x_fmlrc.yaml	147	1186f4704daccf18e7c5ba502ab9de86dc8396aca02feca045f160fc027a190e
config/runs/arabidopsis/5x_l_hero.yaml	186	e1c56cefe9ad5272a800414d66e01e58566887e67f8f719d93b57a392b882c28
config/runs/arabidopsis/5x_lordec.yaml	152	ec8bdf5a9f94a8013535437304f21187910d0f7234467cabdaae5a949ba5fedf
config/runs/arabidopsis/5x_proovread.yaml	129	185255b65b734dd7cb17111e99f95bbd83cffa35596e9ff7091861ffe5fce6c9
