dataset_label	dataset_id	short_coverage	method	method_id	run_id	software_revision	config_match	candidate_status	expected_parameters	actual_parameters	evaluation_tool	ambiguity_score	report_status	resource_status	CPU(h)	WallTime(h)	Memory(GB)	mismatches_per_100_kbp	indels_per_100_kbp	haplotype_coverage_percent	local_misassemblies	contigs_number	residual_errors_per_100_kbp	metric_rank_within_config	is_metric_best	is_recommended	selection_reason	run_config	provenance	report	resource_log
30s_ba	30strains	20x	F_HERO	f_hero	30strains_20x_f_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":31,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":31,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	present	24.974	0.773	19.970	371.6	167.43	80.055	11637	80410	539.03	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_f_hero.yaml	benchmark/runs/30strains_20x/30strains_20x_f_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_f_hero_original_k21_k31_hs10_hi1/output/short_20x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_f_hero_original_k21_k31_hs10_hi1/benchmark/short_20x/f_hero/resources.time.txt
30s_ba	30strains	20x	Ratatosk	ratatosk	30strains_20x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	12.567	0.299	7.099	223.12	406.95	87.749	215	80411	630.07	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_ratatosk.yaml	benchmark/runs/30strains_20x/30strains_20x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_ratatosk_original_k21_k31/output/short_20x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_ratatosk_original_k21_k31/benchmark/short_20x/ratatosk/resources.time.txt
30s_ba	30strains	20x	R_HERO	r_hero	30strains_20x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	45.222	1.287	19.751	195.85	104.9	83.891	4563	80410	300.75	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_r_hero.yaml	benchmark/runs/30strains_20x/30strains_20x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_r_hero_original_k21_k31_hs10_hi1/output/short_20x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_20x/r_hero/resources.time.txt
30s_ba	30strains	20x	LoRDEC	lordec	30strains_20x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	9.980	0.253	4.616	365.2	739.98	84.662	407	80411	1105.18	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_lordec.yaml	benchmark/runs/30strains_20x/30strains_20x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_lordec_original_k31_ls5/output/short_20x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_lordec_original_k31_ls5/benchmark/short_20x/lordec/resources.time.txt
30s_ba	30strains	20x	L_HERO	l_hero	30strains_20x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	34.230	0.945	19.416	318.07	274.01	82.169	7040	80411	592.08	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_l_hero.yaml	benchmark/runs/30strains_20x/30strains_20x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_l_hero_original_k31_ls5_hs10_hi1/output/short_20x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_20x/l_hero/resources.time.txt
30s_ba	30strains	20x	CoLoRMap	colormap	30strains_20x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	73.108	4.827	65.039	1696.14	3850.23	90.291	564	80411	5546.37	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_colormap.yaml	benchmark/runs/30strains_20x/30strains_20x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_colormap_original/output/short_20x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_colormap_original/benchmark/short_20x/colormap/resources.time.txt
30s_ba	30strains	20x	Proovread	proovread	30strains_20x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	73.422	2.456	46.197	233.51	100.14	80.916	378	80411	333.65	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/20x_proovread.yaml	benchmark/runs/30strains_20x/30strains_20x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_20x/30strains_20x_proovread_original/output/short_20x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_20x/30strains_20x_proovread_original/benchmark/short_20x/proovread/resources.time.txt
30s_ba	30strains	30x	DADEC	dadec	30strains_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1	dev_fix_a	exact	complete	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	metaquast	0.9999	present	present	26.289	1.352	78.813	170.22	24.86	85.727	344	80411	195.08	1	yes	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/30strains/30x_dadec.yaml	benchmark/runs/30strains_30x/30strains_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1/output/short_30x/dadec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/short_30x/dadec/resources.time.txt
30s_ba	30strains	30x	FMLRC	fmlrc	30strains_30x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	metaquast	0.9999	present	present	3.264	0.115	5.432	302.36	311.93	83.293	3115	80411	614.29	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_fmlrc.yaml	benchmark/runs/30strains_30x/30strains_30x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_fmlrc_original_k21_k59/output/short_30x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_fmlrc_original_k21_k59/benchmark/short_30x/fmlrc/resources.time.txt
30s_ba	30strains	30x	F_HERO	f_hero	30strains_30x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	present	30.274	1.187	25.587	241.47	95.2	80.312	7447	80411	336.67	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_f_hero.yaml	benchmark/runs/30strains_30x/30strains_30x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_f_hero_original_k21_k59_hs10_hi1/output/short_30x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_30x/f_hero/resources.time.txt
30s_ba	30strains	30x	Ratatosk	ratatosk	30strains_30x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	20.482	0.511	13.961	251.06	447.32	87.824	246	80411	698.38	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_ratatosk.yaml	benchmark/runs/30strains_30x/30strains_30x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_ratatosk_original_k21_k31/output/short_30x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_ratatosk_original_k21_k31/benchmark/short_30x/ratatosk/resources.time.txt
30s_ba	30strains	30x	R_HERO	r_hero	30strains_30x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	69.941	2.534	25.310	204.33	102.62	85.006	5100	80411	306.95	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_r_hero.yaml	benchmark/runs/30strains_30x/30strains_30x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_r_hero_original_k21_k31_hs10_hi1/output/short_30x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_30x/r_hero/resources.time.txt
30s_ba	30strains	30x	LoRDEC	lordec	30strains_30x_lordec_original_k31_ls5	original_or_legacy	exact	complete	"{""lordec_k"":31,""lordec_solid"":5}"	"{""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	10.375	0.270	5.056	274.1	415.19	84.72	388	80411	689.29	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_lordec.yaml	benchmark/runs/30strains_30x/30strains_30x_lordec_original_k31_ls5/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_lordec_original_k31_ls5/output/short_30x/lordec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_lordec_original_k31_ls5/benchmark/short_30x/lordec/resources.time.txt
30s_ba	30strains	30x	L_HERO	l_hero	30strains_30x_l_hero_original_k31_ls5_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	"{""hero_iterations"":1,""hero_split"":10,""lordec_k"":31,""lordec_solid"":5}"	metaquast	0.9999	present	present	40.051	1.422	25.233	247.52	166.88	81.334	4208	80411	414.40	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_l_hero.yaml	benchmark/runs/30strains_30x/30strains_30x_l_hero_original_k31_ls5_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_l_hero_original_k31_ls5_hs10_hi1/output/short_30x/l_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_l_hero_original_k31_ls5_hs10_hi1/benchmark/short_30x/l_hero/resources.time.txt
30s_ba	30strains	30x	CoLoRMap	colormap	30strains_30x_colormap_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	112.806	8.212	66.317	1434.27	2513.93	89.297	560	80411	3948.20	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_colormap.yaml	benchmark/runs/30strains_30x/30strains_30x_colormap_original/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_colormap_original/output/short_30x/colormap/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_colormap_original/benchmark/short_30x/colormap/resources.time.txt
30s_ba	30strains	30x	Proovread	proovread	30strains_30x_proovread_original	original_or_legacy	exact	complete	{}	{}	metaquast	0.9999	present	present	71.818	3.075	66.013	189.26	104.63	81.57	579	80411	293.89	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/30x_proovread.yaml	benchmark/runs/30strains_30x/30strains_30x_proovread_original/benchmark/provenance.json	benchmark/runs/30strains_30x/30strains_30x_proovread_original/output/short_30x/proovread/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_30x/30strains_30x_proovread_original/benchmark/short_30x/proovread/resources.time.txt
30s_ba	30strains	40x	DADEC	dadec	30strains_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1	dev_fix_a	exact	complete	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	"{""dadec_abundance1"":2,""dadec_abundance2"":1,""dadec_k1"":31,""dadec_k2"":31,""dadec_split"":1,""dadec_threshold"":0.08}"	metaquast	0.9999	present	present	36.448	1.957	102.897	174.31	19.28	86.933	181	80411	193.59	1	yes	yes	exact config; current dev_fix_a revision; best residual-error rank within revision	benchmark/config/runs/30strains/40x_dadec.yaml	benchmark/runs/30strains_40x/30strains_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1/output/short_40x/dadec/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_dadec_dev_fix_a_k31_k31_s1_a2_a1/benchmark/short_40x/dadec/resources.time.txt
30s_ba	30strains	40x	FMLRC	fmlrc	30strains_40x_fmlrc_original_k21_k59	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59}"	metaquast	0.9999	present	present	3.714	0.139	7.201	253.12	214.39	83.255	2887	80411	467.51	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_fmlrc.yaml	benchmark/runs/30strains_40x/30strains_40x_fmlrc_original_k21_k59/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_fmlrc_original_k21_k59/output/short_40x/fmlrc/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_fmlrc_original_k21_k59/benchmark/short_40x/fmlrc/resources.time.txt
30s_ba	30strains	40x	F_HERO	f_hero	30strains_40x_f_hero_original_k21_k59_hs10_hi1	original_or_legacy	exact	complete	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	"{""fmlrc_k1"":21,""fmlrc_k2"":59,""hero_iterations"":1,""hero_split"":10}"	metaquast	0.9999	present	present	37.507	1.663	31.080	204.76	74.85	80.222	5938	80411	279.61	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_f_hero.yaml	benchmark/runs/30strains_40x/30strains_40x_f_hero_original_k21_k59_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_f_hero_original_k21_k59_hs10_hi1/output/short_40x/f_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_f_hero_original_k21_k59_hs10_hi1/benchmark/short_40x/f_hero/resources.time.txt
30s_ba	30strains	40x	Ratatosk	ratatosk	30strains_40x_ratatosk_original_k21_k31	original_or_legacy	exact	complete	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	31.507	0.842	24.251	306.48	564.54	88.327	249	80411	871.02	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_ratatosk.yaml	benchmark/runs/30strains_40x/30strains_40x_ratatosk_original_k21_k31/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_ratatosk_original_k21_k31/output/short_40x/ratatosk/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_ratatosk_original_k21_k31/benchmark/short_40x/ratatosk/resources.time.txt
30s_ba	30strains	40x	R_HERO	r_hero	30strains_40x_r_hero_original_k21_k31_hs10_hi1	original_or_legacy	exact	complete	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	"{""hero_iterations"":1,""hero_split"":10,""ratatosk_k1"":21,""ratatosk_k2"":31}"	metaquast	0.9999	present	present	107.547	3.598	30.553	250.29	130.96	85.525	6671	80411	381.25	1	yes	yes	exact config; best residual-error rank	benchmark/config/runs/30strains/40x_r_hero.yaml	benchmark/runs/30strains_40x/30strains_40x_r_hero_original_k21_k31_hs10_hi1/benchmark/provenance.json	benchmark/runs/30strains_40x/30strains_40x_r_hero_original_k21_k31_hs10_hi1/output/short_40x/r_hero/metaquast.ambiguity9999/combined_reference/report.tsv	benchmark/runs/30strains_40x/30strains_40x_r_hero_original_k21_k31_hs10_hi1/benchmark/short_40x/r_hero/resources.time.txt
