#anonymous_read_id	genome_id	tax_id	read_id
NZ_LQXF01000041.1	GCF_001679535.1	1313	NZ_LQXF01000041.1
NZ_LQXF01000042.1	GCF_001679535.1	1313	NZ_LQXF01000042.1
NZ_LQXF01000043.1	GCF_001679535.1	1313	NZ_LQXF01000043.1
NZ_LQXF01000044.1	GCF_001679535.1	1313	NZ_LQXF01000044.1
NZ_LQXF01000045.1	GCF_001679535.1	1313	NZ_LQXF01000045.1
NZ_LQXF01000046.1	GCF_001679535.1	1313	NZ_LQXF01000046.1
NZ_LQXF01000047.1	GCF_001679535.1	1313	NZ_LQXF01000047.1
NZ_LQXF01000048.1	GCF_001679535.1	1313	NZ_LQXF01000048.1
NZ_LQXF01000049.1	GCF_001679535.1	1313	NZ_LQXF01000049.1
NZ_LQXF01000050.1	GCF_001679535.1	1313	NZ_LQXF01000050.1
NZ_LQXF01000051.1	GCF_001679535.1	1313	NZ_LQXF01000051.1
NZ_LQXF01000052.1	GCF_001679535.1	1313	NZ_LQXF01000052.1
NZ_LQXF01000053.1	GCF_001679535.1	1313	NZ_LQXF01000053.1
NZ_LQXF01000054.1	GCF_001679535.1	1313	NZ_LQXF01000054.1
NZ_LQXF01000055.1	GCF_001679535.1	1313	NZ_LQXF01000055.1
NZ_LQXF01000056.1	GCF_001679535.1	1313	NZ_LQXF01000056.1
NZ_LQXF01000058.1	GCF_001679535.1	1313	NZ_LQXF01000058.1
NZ_LQXF01000059.1	GCF_001679535.1	1313	NZ_LQXF01000059.1
NZ_LQXF01000060.1	GCF_001679535.1	1313	NZ_LQXF01000060.1
NZ_LQXF01000061.1	GCF_001679535.1	1313	NZ_LQXF01000061.1
NZ_LQXF01000062.1	GCF_001679535.1	1313	NZ_LQXF01000062.1
NZ_LQXF01000063.1	GCF_001679535.1	1313	NZ_LQXF01000063.1
NZ_LQXF01000064.1	GCF_001679535.1	1313	NZ_LQXF01000064.1
NZ_LQXF01000065.1	GCF_001679535.1	1313	NZ_LQXF01000065.1
NZ_LQXF01000066.1	GCF_001679535.1	1313	NZ_LQXF01000066.1
NZ_LQXF01000067.1	GCF_001679535.1	1313	NZ_LQXF01000067.1
NZ_LQXF01000068.1	GCF_001679535.1	1313	NZ_LQXF01000068.1
NZ_LQXF01000069.1	GCF_001679535.1	1313	NZ_LQXF01000069.1
NZ_LQXF01000070.1	GCF_001679535.1	1313	NZ_LQXF01000070.1
NZ_LQXF01000071.1	GCF_001679535.1	1313	NZ_LQXF01000071.1
NZ_LQXF01000073.1	GCF_001679535.1	1313	NZ_LQXF01000073.1
NZ_LQXF01000074.1	GCF_001679535.1	1313	NZ_LQXF01000074.1
NZ_LQXF01000075.1	GCF_001679535.1	1313	NZ_LQXF01000075.1
NZ_LQXF01000076.1	GCF_001679535.1	1313	NZ_LQXF01000076.1
NZ_LQXF01000077.1	GCF_001679535.1	1313	NZ_LQXF01000077.1
NZ_LQXF01000078.1	GCF_001679535.1	1313	NZ_LQXF01000078.1
NZ_LQXF01000079.1	GCF_001679535.1	1313	NZ_LQXF01000079.1
NZ_LQXF01000081.1	GCF_001679535.1	1313	NZ_LQXF01000081.1
NZ_LQXF01000082.1	GCF_001679535.1	1313	NZ_LQXF01000082.1
NZ_LQXF01000083.1	GCF_001679535.1	1313	NZ_LQXF01000083.1
NZ_LQXF01000084.1	GCF_001679535.1	1313	NZ_LQXF01000084.1
NZ_LQXF01000085.1	GCF_001679535.1	1313	NZ_LQXF01000085.1
NZ_LQXF01000086.1	GCF_001679535.1	1313	NZ_LQXF01000086.1
NZ_LQXF01000087.1	GCF_001679535.1	1313	NZ_LQXF01000087.1
NZ_LQXF01000088.1	GCF_001679535.1	1313	NZ_LQXF01000088.1
NZ_LQXF01000089.1	GCF_001679535.1	1313	NZ_LQXF01000089.1
NZ_LQXF01000090.1	GCF_001679535.1	1313	NZ_LQXF01000090.1
NZ_LQXF01000091.1	GCF_001679535.1	1313	NZ_LQXF01000091.1
NZ_LQXF01000092.1	GCF_001679535.1	1313	NZ_LQXF01000092.1
NZ_LQXF01000093.1	GCF_001679535.1	1313	NZ_LQXF01000093.1
NZ_LQXF01000094.1	GCF_001679535.1	1313	NZ_LQXF01000094.1
NZ_LQXF01000095.1	GCF_001679535.1	1313	NZ_LQXF01000095.1
NZ_LQXF01000096.1	GCF_001679535.1	1313	NZ_LQXF01000096.1
NZ_LQXF01000098.1	GCF_001679535.1	1313	NZ_LQXF01000098.1
NZ_AP017632.1	GCF_004295525.1	210	NZ_AP017632.1
NZ_CP028325.1	GCF_003050665.1	210	NZ_CP028325.1
NZ_LN831051.1	GCF_001457635.1	1313	NZ_LN831051.1
NZ_JACYYI010000034.1	GCF_017090145.1	470	NZ_JACYYI010000034.1
NZ_JACYYI010000035.1	GCF_017090145.1	470	NZ_JACYYI010000035.1
NZ_JACYYI010000036.1	GCF_017090145.1	470	NZ_JACYYI010000036.1
NZ_JACYYI010000008.1	GCF_017090145.1	470	NZ_JACYYI010000008.1
NZ_JACYYI010000010.1	GCF_017090145.1	470	NZ_JACYYI010000010.1
NZ_JACYYI010000006.1	GCF_017090145.1	470	NZ_JACYYI010000006.1
NZ_JACYYI010000011.1	GCF_017090145.1	470	NZ_JACYYI010000011.1
NZ_JACYYI010000012.1	GCF_017090145.1	470	NZ_JACYYI010000012.1
NZ_JACYYI010000002.1	GCF_017090145.1	470	NZ_JACYYI010000002.1
NZ_JACYYI010000015.1	GCF_017090145.1	470	NZ_JACYYI010000015.1
NZ_JACYYI010000021.1	GCF_017090145.1	470	NZ_JACYYI010000021.1
NZ_JACYYI010000027.1	GCF_017090145.1	470	NZ_JACYYI010000027.1
NZ_JACYYI010000019.1	GCF_017090145.1	470	NZ_JACYYI010000019.1
NZ_JACYYI010000024.1	GCF_017090145.1	470	NZ_JACYYI010000024.1
NZ_JACYYI010000025.1	GCF_017090145.1	470	NZ_JACYYI010000025.1
NZ_JACYYI010000029.1	GCF_017090145.1	470	NZ_JACYYI010000029.1
NZ_JACYYI010000032.1	GCF_017090145.1	470	NZ_JACYYI010000032.1
NZ_JACYYI010000013.1	GCF_017090145.1	470	NZ_JACYYI010000013.1
NZ_JACYYI010000014.1	GCF_017090145.1	470	NZ_JACYYI010000014.1
NZ_JACYYI010000001.1	GCF_017090145.1	470	NZ_JACYYI010000001.1
NZ_JACYYI010000026.1	GCF_017090145.1	470	NZ_JACYYI010000026.1
NZ_JACYYI010000028.1	GCF_017090145.1	470	NZ_JACYYI010000028.1
NZ_JACYYI010000031.1	GCF_017090145.1	470	NZ_JACYYI010000031.1
NZ_JACYYI010000016.1	GCF_017090145.1	470	NZ_JACYYI010000016.1
NZ_JACYYI010000030.1	GCF_017090145.1	470	NZ_JACYYI010000030.1
NZ_JACYYI010000003.1	GCF_017090145.1	470	NZ_JACYYI010000003.1
NZ_JACYYI010000004.1	GCF_017090145.1	470	NZ_JACYYI010000004.1
NZ_JACYYI010000023.1	GCF_017090145.1	470	NZ_JACYYI010000023.1
NZ_JACYYI010000009.1	GCF_017090145.1	470	NZ_JACYYI010000009.1
NZ_JACYYI010000017.1	GCF_017090145.1	470	NZ_JACYYI010000017.1
NZ_JACYYI010000007.1	GCF_017090145.1	470	NZ_JACYYI010000007.1
NZ_JACYYI010000033.1	GCF_017090145.1	470	NZ_JACYYI010000033.1
NZ_JACYYI010000020.1	GCF_017090145.1	470	NZ_JACYYI010000020.1
NZ_JACYYI010000022.1	GCF_017090145.1	470	NZ_JACYYI010000022.1
NZ_JACYYI010000005.1	GCF_017090145.1	470	NZ_JACYYI010000005.1
NZ_JACYYI010000018.1	GCF_017090145.1	470	NZ_JACYYI010000018.1
NC_007795.1	GCF_000013425.1	93061	NC_007795.1
NZ_AP026446.1	GCF_025998455.1	210	NZ_AP026446.1
NC_005863.1	GCF_000195755.1	882	NC_005863.1
NC_002937.3	GCF_000195755.1	882	NC_002937.3
NZ_CP086003.1	GCF_020736665.1	1504	NZ_CP086003.1
NZ_UAWJ01000035.1	GCF_900461305.1	1509	NZ_UAWJ01000035.1
NZ_UAWJ01000013.1	GCF_900461305.1	1509	NZ_UAWJ01000013.1
NZ_UAWJ01000005.1	GCF_900461305.1	1509	NZ_UAWJ01000005.1
NZ_UAWJ01000023.1	GCF_900461305.1	1509	NZ_UAWJ01000023.1
NZ_UAWJ01000008.1	GCF_900461305.1	1509	NZ_UAWJ01000008.1
NZ_UAWJ01000003.1	GCF_900461305.1	1509	NZ_UAWJ01000003.1
NZ_UAWJ01000018.1	GCF_900461305.1	1509	NZ_UAWJ01000018.1
NZ_UAWJ01000024.1	GCF_900461305.1	1509	NZ_UAWJ01000024.1
NZ_UAWJ01000030.1	GCF_900461305.1	1509	NZ_UAWJ01000030.1
NZ_UAWJ01000002.1	GCF_900461305.1	1509	NZ_UAWJ01000002.1
NZ_UAWJ01000031.1	GCF_900461305.1	1509	NZ_UAWJ01000031.1
NZ_UAWJ01000032.1	GCF_900461305.1	1509	NZ_UAWJ01000032.1
NZ_UAWJ01000025.1	GCF_900461305.1	1509	NZ_UAWJ01000025.1
NZ_UAWJ01000034.1	GCF_900461305.1	1509	NZ_UAWJ01000034.1
NZ_UAWJ01000027.1	GCF_900461305.1	1509	NZ_UAWJ01000027.1
NZ_UAWJ01000011.1	GCF_900461305.1	1509	NZ_UAWJ01000011.1
NZ_UAWJ01000022.1	GCF_900461305.1	1509	NZ_UAWJ01000022.1
NZ_UAWJ01000012.1	GCF_900461305.1	1509	NZ_UAWJ01000012.1
NZ_UAWJ01000021.1	GCF_900461305.1	1509	NZ_UAWJ01000021.1
NZ_UAWJ01000007.1	GCF_900461305.1	1509	NZ_UAWJ01000007.1
NZ_UAWJ01000014.1	GCF_900461305.1	1509	NZ_UAWJ01000014.1
NZ_UAWJ01000028.1	GCF_900461305.1	1509	NZ_UAWJ01000028.1
NZ_UAWJ01000004.1	GCF_900461305.1	1509	NZ_UAWJ01000004.1
NZ_UAWJ01000029.1	GCF_900461305.1	1509	NZ_UAWJ01000029.1
NZ_UAWJ01000017.1	GCF_900461305.1	1509	NZ_UAWJ01000017.1
NZ_UAWJ01000026.1	GCF_900461305.1	1509	NZ_UAWJ01000026.1
NZ_UAWJ01000015.1	GCF_900461305.1	1509	NZ_UAWJ01000015.1
NZ_UAWJ01000033.1	GCF_900461305.1	1509	NZ_UAWJ01000033.1
NZ_UAWJ01000006.1	GCF_900461305.1	1509	NZ_UAWJ01000006.1
NZ_UAWJ01000010.1	GCF_900461305.1	1509	NZ_UAWJ01000010.1
NZ_UAWJ01000001.1	GCF_900461305.1	1509	NZ_UAWJ01000001.1
NZ_UAWJ01000020.1	GCF_900461305.1	1509	NZ_UAWJ01000020.1
NZ_UAWJ01000016.1	GCF_900461305.1	1509	NZ_UAWJ01000016.1
NZ_UAWJ01000019.1	GCF_900461305.1	1509	NZ_UAWJ01000019.1
NZ_UAWJ01000009.1	GCF_900461305.1	1509	NZ_UAWJ01000009.1
NZ_CP065680.1	GCF_016027375.1	1502	NZ_CP065680.1
NZ_CP065681.1	GCF_016027375.1	1502	NZ_CP065681.1
NZ_CP017183.1	GCF_001729785.1	1296536	NZ_CP017183.1
NZ_CP009225.1	GCF_000973705.1	1509	NZ_CP009225.1
NZ_UFRW01000002.1	GCF_900444725.1	470	NZ_UFRW01000002.1
NZ_UFRW01000001.1	GCF_900444725.1	470	NZ_UFRW01000001.1
NC_008261.1	GCF_000013285.1	195103	NC_008261.1
NZ_CP045109.1	GCF_009035845.1	470	NZ_CP045109.1
NZ_CP045110.1	GCF_009035845.1	470	NZ_CP045110.1
NZ_CP045108.1	GCF_009035845.1	470	NZ_CP045108.1
NZ_CP077309.1	GCF_019048245.1	158836	NZ_CP077309.1
NZ_CP077310.1	GCF_019048245.1	158836	NZ_CP077310.1
NZ_CP077308.1	GCF_019048245.1	158836	NZ_CP077308.1
NZ_CP017186.1	GCF_001729745.1	1812934	NZ_CP017186.1
NZ_CP017187.1	GCF_001729745.1	1812934	NZ_CP017187.1
NZ_CP040628.1	GCF_014131795.1	1492	NZ_CP040628.1
NZ_CP040626.1	GCF_014131795.1	1492	NZ_CP040626.1
NZ_CP040627.1	GCF_014131795.1	1492	NZ_CP040627.1
NZ_CP040629.1	GCF_014131795.1	1492	NZ_CP040629.1
NC_020291.1	GCF_000340885.1	931276	NC_020291.1
NC_020292.1	GCF_000340885.1	931276	NC_020292.1
NC_000913.3	GCF_000005845.2	511145	NC_000913.3
NC_002695.2	GCF_000008865.2	386585	NC_002695.2
NZ_CP023671.1	GCF_003606265.1	1504	NZ_CP023671.1
NZ_CP023672.1	GCF_003606265.1	1504	NZ_CP023672.1
NC_003997.3	GCF_000007845.1	198094	NC_003997.3
NC_003028.3	GCF_000006885.1	170187	NC_003028.3
NC_007530.2	GCF_000008445.1	261594	NC_007530.2
NZ_CP011663.1	GCF_001020205.1	1509	NZ_CP011663.1
NZ_AP019719.1	GCF_006742065.1	1492	NZ_AP019719.1
NZ_AP019716.1	GCF_006742065.1	1492	NZ_AP019716.1
NZ_AP019717.1	GCF_006742065.1	1492	NZ_AP019717.1
NZ_AP019718.1	GCF_006742065.1	1492	NZ_AP019718.1
NC_008312.1	GCF_000014265.1	203124	NC_008312.1
CP019944.1	GCF_002058765.1	562	CP019944.1
